  0.120002D+03  0.163017D+00  0.237527D-01  0.225022D-01
  0.120057D+03  0.164239D+00  0.238272D-01  0.224762D-01
  0.120111D+03  0.165476D+00  0.239022D-01  0.224501D-01
  0.120165D+03  0.166726D+00  0.239775D-01  0.224241D-01
  0.120220D+03  0.167991D+00  0.240532D-01  0.223982D-01
  0.120274D+03  0.169270D+00  0.241293D-01  0.223723D-01
  0.120328D+03  0.170563D+00  0.242058D-01  0.223465D-01
  0.120383D+03  0.171872D+00  0.242827D-01  0.223207D-01
  0.120437D+03  0.173196D+00  0.243601D-01  0.222949D-01
  0.120492D+03  0.174535D+00  0.244378D-01  0.222692D-01
  0.120546D+03  0.175889D+00  0.245159D-01  0.222436D-01
  0.120600D+03  0.177260D+00  0.245945D-01  0.222180D-01
  0.120655D+03  0.178646D+00  0.246734D-01  0.221924D-01
  0.120709D+03  0.180049D+00  0.247528D-01  0.221669D-01
  0.120763D+03  0.181469D+00  0.248327D-01  0.221414D-01
  0.120818D+03  0.182905D+00  0.249129D-01  0.221160D-01
  0.120872D+03  0.184358D+00  0.249936D-01  0.220906D-01
  0.120926D+03  0.185829D+00  0.250747D-01  0.220653D-01
  0.120981D+03  0.187317D+00  0.251563D-01  0.220400D-01
  0.121035D+03  0.188823D+00  0.252383D-01  0.220148D-01
  0.121089D+03  0.190348D+00  0.253207D-01  0.219896D-01
  0.121144D+03  0.191891D+00  0.254036D-01  0.219644D-01
  0.121198D+03  0.193452D+00  0.254870D-01  0.219393D-01
  0.121252D+03  0.195033D+00  0.255708D-01  0.219143D-01
  0.121307D+03  0.196633D+00  0.256551D-01  0.218892D-01
  0.121361D+03  0.198253D+00  0.257398D-01  0.218643D-01
  0.121415D+03  0.199894D+00  0.258250D-01  0.218393D-01
  0.121470D+03  0.201554D+00  0.259107D-01  0.218145D-01
  0.121524D+03  0.203235D+00  0.259969D-01  0.217896D-01
  0.121578D+03  0.204938D+00  0.260836D-01  0.217648D-01
  0.121633D+03  0.206661D+00  0.261707D-01  0.217401D-01
  0.121687D+03  0.208407D+00  0.262584D-01  0.217154D-01
  0.121742D+03  0.210174D+00  0.263465D-01  0.216907D-01
  0.121796D+03  0.211965D+00  0.264351D-01  0.216661D-01
  0.121850D+03  0.213778D+00  0.265243D-01  0.216415D-01
  0.121905D+03  0.215614D+00  0.266139D-01  0.216170D-01
  0.121959D+03  0.217474D+00  0.267041D-01  0.215925D-01
  0.122013D+03  0.219358D+00  0.267948D-01  0.215681D-01
  0.122068D+03  0.221267D+00  0.268860D-01  0.215437D-01
  0.122122D+03  0.223201D+00  0.269778D-01  0.215193D-01
  0.122176D+03  0.225160D+00  0.270701D-01  0.214950D-01
  0.122231D+03  0.227144D+00  0.271629D-01  0.214707D-01
  0.122285D+03  0.229156D+00  0.272563D-01  0.214465D-01
  0.122339D+03  0.231194D+00  0.273502D-01  0.214223D-01
  0.122394D+03  0.233259D+00  0.274447D-01  0.213982D-01
  0.122448D+03  0.235351D+00  0.275398D-01  0.213741D-01
  0.122502D+03  0.237472D+00  0.276354D-01  0.213500D-01
  0.122557D+03  0.239622D+00  0.277316D-01  0.213260D-01
  0.122611D+03  0.241801D+00  0.278283D-01  0.213020D-01
  0.122665D+03  0.244010D+00  0.279257D-01  0.212781D-01
  0.122720D+03  0.246248D+00  0.280236D-01  0.212542D-01
  0.122774D+03  0.248518D+00  0.281222D-01  0.212304D-01
  0.122829D+03  0.250819D+00  0.282213D-01  0.212066D-01
  0.122883D+03  0.253152D+00  0.283211D-01  0.211828D-01
  0.122937D+03  0.255518D+00  0.284215D-01  0.211591D-01
  0.122992D+03  0.257917D+00  0.285225D-01  0.211354D-01
  0.123046D+03  0.260350D+00  0.286241D-01  0.211118D-01
  0.123100D+03  0.262817D+00  0.287264D-01  0.210882D-01
  0.123155D+03  0.265319D+00  0.288293D-01  0.210646D-01
  0.123209D+03  0.267857D+00  0.289328D-01  0.210411D-01
  0.123263D+03  0.270431D+00  0.290370D-01  0.210176D-01
  0.123318D+03  0.273043D+00  0.291419D-01  0.209942D-01
  0.123372D+03  0.275692D+00  0.292475D-01  0.209708D-01
  0.123426D+03  0.278380D+00  0.293537D-01  0.209475D-01
  0.123481D+03  0.281107D+00  0.294606D-01  0.209242D-01
  0.123535D+03  0.283874D+00  0.295682D-01  0.209009D-01
  0.123589D+03  0.286682D+00  0.296765D-01  0.208777D-01
  0.123644D+03  0.289531D+00  0.297855D-01  0.208545D-01
