  0.125002D+03  0.220174D-01  0.000000D+00  0.220174D-01  0.126185D-01
  0.125057D+03  0.222721D-01 -0.260209D-17  0.222721D-01  0.128035D-01
  0.125111D+03  0.225311D-01  0.000000D+00  0.225311D-01  0.129920D-01
  0.125166D+03  0.227945D-01  0.260209D-17  0.227945D-01  0.131842D-01
  0.125220D+03  0.230625D-01  0.000000D+00  0.230625D-01  0.133802D-01
  0.125274D+03  0.233351D-01  0.000000D+00  0.233351D-01  0.135801D-01
  0.125329D+03  0.236124D-01  0.173472D-17  0.236124D-01  0.137839D-01
  0.125383D+03  0.238946D-01  0.867362D-18  0.238946D-01  0.139918D-01
  0.125437D+03  0.241817D-01  0.000000D+00  0.241817D-01  0.142039D-01
  0.125492D+03  0.244738D-01  0.000000D+00  0.244738D-01  0.144202D-01
  0.125546D+03  0.247712D-01  0.173472D-17  0.247712D-01  0.146409D-01
  0.125600D+03  0.250738D-01 -0.867362D-18  0.250738D-01  0.148662D-01
  0.125655D+03  0.253819D-01  0.000000D+00  0.253819D-01  0.150960D-01
  0.125709D+03  0.256955D-01  0.867362D-18  0.256955D-01  0.153305D-01
  0.125763D+03  0.260148D-01  0.173472D-17  0.260148D-01  0.155700D-01
  0.125818D+03  0.263399D-01  0.000000D+00  0.263399D-01  0.158143D-01
  0.125872D+03  0.266710D-01  0.173472D-17  0.266710D-01  0.160638D-01
  0.125926D+03  0.270082D-01 -0.173472D-17  0.270082D-01  0.163186D-01
  0.125981D+03  0.273517D-01 -0.173472D-17  0.273517D-01  0.165787D-01
  0.126035D+03  0.277015D-01  0.000000D+00  0.277015D-01  0.168443D-01
  0.126089D+03  0.280580D-01 -0.346945D-17  0.280580D-01  0.171156D-01
  0.126144D+03  0.284211D-01  0.000000D+00  0.284211D-01  0.173928D-01
  0.126198D+03  0.287912D-01  0.000000D+00  0.287912D-01  0.176759D-01
  0.126252D+03  0.291683D-01  0.000000D+00  0.291683D-01  0.179652D-01
  0.126307D+03  0.295527D-01  0.000000D+00  0.295527D-01  0.182608D-01
  0.126361D+03  0.299446D-01  0.000000D+00  0.299446D-01  0.185628D-01
  0.126416D+03  0.303440D-01  0.000000D+00  0.303440D-01  0.188716D-01
  0.126470D+03  0.307513D-01  0.173472D-17  0.307513D-01  0.191872D-01
  0.126524D+03  0.311666D-01  0.173472D-17  0.311666D-01  0.195098D-01
  0.126579D+03  0.315901D-01  0.000000D+00  0.315901D-01  0.198397D-01
  0.126633D+03  0.320221D-01  0.000000D+00  0.320221D-01  0.201770D-01
  0.126687D+03  0.324627D-01 -0.346945D-17  0.324627D-01  0.205220D-01
  0.126742D+03  0.329123D-01 -0.173472D-17  0.329123D-01  0.208749D-01
  0.126796D+03  0.333709D-01 -0.173472D-17  0.333709D-01  0.212359D-01
  0.126850D+03  0.338390D-01  0.000000D+00  0.338390D-01  0.216052D-01
  0.126905D+03  0.343167D-01  0.173472D-17  0.343167D-01  0.219831D-01
  0.126959D+03  0.348043D-01 -0.173472D-17  0.348043D-01  0.223698D-01
  0.127013D+03  0.353020D-01  0.000000D+00  0.353020D-01  0.227657D-01
  0.127068D+03  0.358103D-01  0.000000D+00  0.358103D-01  0.231709D-01
  0.127122D+03  0.363292D-01 -0.346945D-17  0.363292D-01  0.235858D-01
  0.127176D+03  0.368592D-01 -0.520417D-17  0.368592D-01  0.240106D-01
  0.127231D+03  0.374005D-01  0.173472D-17  0.374005D-01  0.244456D-01
  0.127285D+03  0.379535D-01  0.000000D+00  0.379535D-01  0.248912D-01
  0.127339D+03  0.385184D-01 -0.346945D-17  0.385184D-01  0.253476D-01
  0.127394D+03  0.390957D-01  0.000000D+00  0.390957D-01  0.258153D-01
  0.127448D+03  0.396857D-01  0.346945D-17  0.396857D-01  0.262945D-01
  0.127503D+03  0.402888D-01  0.000000D+00  0.402888D-01  0.267857D-01
  0.127557D+03  0.409053D-01  0.000000D+00  0.409053D-01  0.272891D-01
  0.127611D+03  0.415357D-01  0.000000D+00  0.415357D-01  0.278052D-01
  0.127666D+03  0.421802D-01  0.000000D+00  0.421802D-01  0.283344D-01
  0.127720D+03  0.428395D-01  0.346945D-17  0.428395D-01  0.288771D-01
  0.127774D+03  0.435138D-01  0.346945D-17  0.435138D-01  0.294337D-01
  0.127829D+03  0.442037D-01  0.000000D+00  0.442037D-01  0.300048D-01
  0.127883D+03  0.449097D-01  0.346945D-17  0.449097D-01  0.305906D-01
  0.127937D+03  0.456322D-01  0.693889D-17  0.456322D-01  0.311918D-01
  0.127992D+03  0.463717D-01  0.000000D+00  0.463717D-01  0.318089D-01
  0.128046D+03  0.471287D-01  0.693889D-17  0.471287D-01  0.324423D-01
  0.128100D+03  0.479039D-01 -0.346945D-17  0.479039D-01  0.330927D-01
  0.128155D+03  0.486977D-01 -0.346945D-17  0.486977D-01  0.337606D-01
  0.128209D+03  0.495108D-01 -0.346945D-17  0.495108D-01  0.344465D-01
  0.128263D+03  0.503438D-01 -0.346945D-17  0.503438D-01  0.351512D-01
  0.128318D+03  0.511973D-01  0.346945D-17  0.511973D-01  0.358752D-01
  0.128372D+03  0.520719D-01  0.346945D-17  0.520719D-01  0.366192D-01
  0.128426D+03  0.529685D-01  0.000000D+00  0.529685D-01  0.373839D-01
  0.128481D+03  0.538876D-01  0.000000D+00  0.538876D-01  0.381701D-01
  0.128535D+03  0.548300D-01  0.000000D+00  0.548300D-01  0.389785D-01
  0.128589D+03  0.557966D-01  0.000000D+00  0.557966D-01  0.398099D-01
  0.128644D+03  0.567880D-01  0.000000D+00  0.567880D-01  0.406651D-01
  0.128698D+03  0.578052D-01  0.000000D+00  0.578052D-01  0.415450D-01
  0.128753D+03  0.588490D-01  0.346945D-17  0.588490D-01  0.424505D-01
  0.128807D+03  0.599204D-01 -0.346945D-17  0.599204D-01  0.433824D-01
  0.128861D+03  0.610202D-01 -0.346945D-17  0.610202D-01  0.443419D-01
  0.128916D+03  0.621495D-01 -0.346945D-17  0.621495D-01  0.453299D-01
  0.128970D+03  0.633093D-01 -0.693889D-17  0.633093D-01  0.463474D-01
  0.129024D+03  0.645007D-01  0.000000D+00  0.645007D-01  0.473956D-01
  0.129079D+03  0.657247D-01  0.000000D+00  0.657247D-01  0.484757D-01
  0.129133D+03  0.669826D-01  0.000000D+00  0.669826D-01  0.495889D-01
  0.129187D+03  0.682756D-01  0.000000D+00  0.682756D-01  0.507363D-01
  0.129242D+03  0.696050D-01  0.693889D-17  0.696050D-01  0.519195D-01
  0.129296D+03  0.709720D-01 -0.693889D-17  0.709720D-01  0.531397D-01
  0.129350D+03  0.723780D-01 -0.346945D-17  0.723780D-01  0.543984D-01
  0.129405D+03  0.738246D-01 -0.693889D-17  0.738246D-01  0.556972D-01
  0.129459D+03  0.753132D-01  0.000000D+00  0.753132D-01  0.570376D-01
  0.129513D+03  0.768454D-01  0.000000D+00  0.768454D-01  0.584214D-01
  0.129568D+03  0.784229D-01  0.000000D+00  0.784229D-01  0.598502D-01
  0.129622D+03  0.800473D-01  0.000000D+00  0.800473D-01  0.613258D-01
  0.129676D+03  0.817205D-01  0.000000D+00  0.817205D-01  0.628504D-01
  0.129731D+03  0.834445D-01  0.000000D+00  0.834445D-01  0.644257D-01
  0.129785D+03  0.852210D-01  0.000000D+00  0.852210D-01  0.660541D-01
  0.129840D+03  0.870523D-01  0.000000D+00  0.870523D-01  0.677376D-01
  0.129894D+03  0.889405D-01  0.000000D+00  0.889405D-01  0.694786D-01
  0.129948D+03  0.908878D-01  0.693889D-17  0.908878D-01  0.712796D-01
  0.130003D+03  0.928967D-01  0.000000D+00  0.928967D-01  0.731432D-01
  0.130057D+03  0.949696D-01  0.000000D+00  0.949696D-01  0.750720D-01
  0.130111D+03  0.971092D-01  0.000000D+00  0.971092D-01  0.770688D-01
  0.130166D+03  0.993181D-01  0.000000D+00  0.993181D-01  0.791368D-01
  0.130220D+03  0.101599D+00  0.000000D+00  0.101599D+00  0.812789D-01
  0.130274D+03  0.103956D+00 -0.693889D-17  0.103956D+00  0.834985D-01
  0.130329D+03  0.106390D+00 -0.693889D-17  0.106390D+00  0.857991D-01
  0.130383D+03  0.108907D+00  0.693889D-17  0.108907D+00  0.881843D-01
  0.130437D+03  0.111509D+00 -0.138778D-16  0.111509D+00  0.906579D-01
  0.130492D+03  0.114199D+00 -0.138778D-16  0.114199D+00  0.932240D-01
  0.130546D+03  0.116982D+00  0.000000D+00  0.116982D+00  0.958869D-01
  0.130600D+03  0.119862D+00 -0.693889D-17  0.119862D+00  0.986509D-01
  0.130655D+03  0.122843D+00  0.693889D-17  0.122843D+00  0.101521D+00
  0.130709D+03  0.125929D+00 -0.693889D-17  0.125929D+00  0.104502D+00
  0.130763D+03  0.129125D+00 -0.138778D-16  0.129125D+00  0.107599D+00
  0.130818D+03  0.132435D+00  0.000000D+00  0.132435D+00  0.110817D+00
  0.130872D+03  0.135866D+00  0.000000D+00  0.135866D+00  0.114163D+00
  0.130926D+03  0.139422D+00  0.000000D+00  0.139422D+00  0.117643D+00
  0.130981D+03  0.143108D+00  0.000000D+00  0.143108D+00  0.121262D+00
  0.131035D+03  0.146932D+00  0.000000D+00  0.146932D+00  0.125029D+00
  0.131090D+03  0.150898D+00  0.000000D+00  0.150898D+00  0.128949D+00
  0.131144D+03  0.155014D+00  0.000000D+00  0.155014D+00  0.133030D+00
  0.131198D+03  0.159287D+00  0.000000D+00  0.159287D+00  0.137281D+00
  0.131253D+03  0.163723D+00  0.000000D+00  0.163723D+00  0.141710D+00
  0.131307D+03  0.168330D+00  0.000000D+00  0.168330D+00  0.146325D+00
  0.131361D+03  0.173115D+00  0.138778D-16  0.173115D+00  0.151136D+00
  0.131416D+03  0.178088D+00  0.000000D+00  0.178088D+00  0.156152D+00
  0.131470D+03  0.183256D+00  0.138778D-16  0.183256D+00  0.161384D+00
  0.131524D+03  0.188629D+00  0.000000D+00  0.188629D+00  0.166842D+00
  0.131579D+03  0.194217D+00  0.000000D+00  0.194217D+00  0.172538D+00
  0.131633D+03  0.200027D+00  0.000000D+00  0.200027D+00  0.178483D+00
  0.131687D+03  0.206072D+00  0.138778D-16  0.206072D+00  0.184691D+00
  0.131742D+03  0.212362D+00  0.000000D+00  0.212362D+00  0.191173D+00
  0.131796D+03  0.218907D+00  0.000000D+00  0.218907D+00  0.197944D+00
  0.131850D+03  0.225719D+00  0.000000D+00  0.225719D+00  0.205018D+00
  0.131905D+03  0.232810D+00  0.138778D-16  0.232810D+00  0.212409D+00
  0.131959D+03  0.240192D+00  0.000000D+00  0.240192D+00  0.220133D+00
  0.132013D+03  0.247878D+00 -0.277556D-16  0.247878D+00  0.228205D+00
  0.132068D+03  0.255879D+00  0.000000D+00  0.255879D+00  0.236644D+00
  0.132122D+03  0.264210D+00  0.000000D+00  0.264210D+00  0.245464D+00
  0.132177D+03  0.272884D+00  0.000000D+00  0.272884D+00  0.254685D+00
  0.132231D+03  0.281913D+00  0.000000D+00  0.281913D+00  0.264323D+00
  0.132285D+03  0.291312D+00  0.277556D-16  0.291312D+00  0.274398D+00
  0.132340D+03  0.301093D+00 -0.277556D-16  0.301093D+00  0.284928D+00
  0.132394D+03  0.311269D+00 -0.277556D-16  0.311269D+00  0.295931D+00
  0.132448D+03  0.321853D+00  0.000000D+00  0.321853D+00  0.307426D+00
  0.132503D+03  0.332857D+00  0.000000D+00  0.332857D+00  0.319431D+00
  0.132557D+03  0.344292D+00  0.000000D+00  0.344292D+00  0.331964D+00
  0.132611D+03  0.356169D+00  0.000000D+00  0.356169D+00  0.345043D+00
  0.132666D+03  0.368494D+00  0.277556D-16  0.368494D+00  0.358683D+00
  0.132720D+03  0.381276D+00  0.555112D-16  0.381276D+00  0.372898D+00
  0.132774D+03  0.394518D+00  0.000000D+00  0.394518D+00  0.387702D+00
  0.132829D+03  0.408222D+00  0.000000D+00  0.408222D+00  0.403103D+00
  0.132883D+03  0.422387D+00  0.000000D+00  0.422387D+00  0.419110D+00
  0.132937D+03  0.437007D+00  0.000000D+00  0.437007D+00  0.435726D+00
  0.132992D+03  0.452073D+00 -0.555112D-16  0.452073D+00  0.452949D+00
  0.133046D+03  0.467568D+00  0.277556D-16  0.467568D+00  0.470773D+00
  0.133100D+03  0.483473D+00  0.000000D+00  0.483473D+00  0.489185D+00
  0.133155D+03  0.499759D+00  0.555112D-16  0.499759D+00  0.508166D+00
  0.133209D+03  0.516390D+00  0.000000D+00  0.516390D+00  0.527688D+00
  0.133263D+03  0.533323D+00  0.000000D+00  0.533323D+00  0.547713D+00
  0.133318D+03  0.550504D+00  0.000000D+00  0.550504D+00  0.568194D+00
  0.133372D+03  0.567871D+00  0.000000D+00  0.567871D+00  0.589073D+00
  0.133427D+03  0.585351D+00  0.000000D+00  0.585351D+00  0.610279D+00
  0.133481D+03  0.602857D+00  0.000000D+00  0.602857D+00  0.631727D+00
  0.133535D+03  0.620296D+00  0.000000D+00  0.620296D+00  0.653321D+00
  0.133590D+03  0.637559D+00  0.000000D+00  0.637559D+00  0.674950D+00
  0.133644D+03  0.654528D+00  0.555112D-16  0.654528D+00  0.696488D+00
  0.133698D+03  0.671077D+00 -0.555112D-16  0.671077D+00  0.717797D+00
  0.133753D+03  0.687068D+00  0.000000D+00  0.687068D+00  0.738726D+00
  0.133807D+03  0.702356D+00  0.000000D+00  0.702356D+00  0.759113D+00
  0.133861D+03  0.716793D+00  0.000000D+00  0.716793D+00  0.778787D+00
  0.133916D+03  0.730227D+00  0.000000D+00  0.730227D+00  0.797572D+00
  0.133970D+03  0.742509D+00  0.000000D+00  0.742509D+00  0.815289D+00
  0.134024D+03  0.753491D+00  0.000000D+00  0.753491D+00  0.831758D+00
  0.134079D+03  0.763037D+00  0.000000D+00  0.763037D+00  0.846807D+00
  0.134133D+03  0.771020D+00  0.000000D+00  0.771020D+00  0.860273D+00
  0.134187D+03  0.777331D+00  0.000000D+00  0.777331D+00  0.872006D+00
  0.134242D+03  0.781880D+00  0.000000D+00  0.781880D+00  0.881876D+00
  0.134296D+03  0.784597D+00 -0.555112D-16  0.784597D+00  0.889775D+00
  0.134350D+03  0.785441D+00  0.000000D+00  0.785441D+00  0.895622D+00
  0.134405D+03  0.784393D+00 -0.555112D-16  0.784393D+00  0.899364D+00
  0.134459D+03  0.781466D+00  0.555112D-16  0.781466D+00  0.900976D+00
  0.134514D+03  0.776695D+00  0.111022D-15  0.776695D+00  0.900467D+00
  0.134568D+03  0.770143D+00  0.000000D+00  0.770143D+00  0.897874D+00
  0.134622D+03  0.761895D+00  0.555112D-16  0.761895D+00  0.893261D+00
  0.134677D+03  0.752059D+00  0.555112D-16  0.752059D+00  0.886720D+00
  0.134731D+03  0.740757D+00  0.000000D+00  0.740757D+00  0.878364D+00
  0.134785D+03  0.728127D+00  0.000000D+00  0.728127D+00  0.868326D+00
  0.134840D+03  0.714313D+00  0.000000D+00  0.714313D+00  0.856751D+00
  0.134894D+03  0.699469D+00  0.000000D+00  0.699469D+00  0.843797D+00
  0.134948D+03  0.683748D+00  0.000000D+00  0.683748D+00  0.829626D+00
  0.135003D+03  0.667302D+00  0.000000D+00  0.667302D+00  0.814402D+00
  0.135057D+03  0.650279D+00  0.000000D+00  0.650279D+00  0.798288D+00
  0.135111D+03  0.632820D+00 -0.555112D-16  0.632820D+00  0.781443D+00
  0.135166D+03  0.615056D+00  0.000000D+00  0.615056D+00  0.764019D+00
  0.135220D+03  0.597112D+00 -0.555112D-16  0.597112D+00  0.746157D+00
  0.135274D+03  0.579097D+00 -0.555112D-16  0.579097D+00  0.727991D+00
  0.135329D+03  0.561113D+00  0.000000D+00  0.561113D+00  0.709641D+00
  0.135383D+03  0.543246D+00  0.555112D-16  0.543246D+00  0.691217D+00
  0.135437D+03  0.525574D+00  0.000000D+00  0.525574D+00  0.672815D+00
  0.135492D+03  0.508164D+00  0.000000D+00  0.508164D+00  0.654521D+00
  0.135546D+03  0.491070D+00  0.000000D+00  0.491070D+00  0.636410D+00
  0.135600D+03  0.474339D+00 -0.555112D-16  0.474339D+00  0.618545D+00
  0.135655D+03  0.458007D+00  0.000000D+00  0.458007D+00  0.600980D+00
  0.135709D+03  0.442105D+00  0.555112D-16  0.442105D+00  0.583758D+00
  0.135764D+03  0.426653D+00  0.555112D-16  0.426653D+00  0.566916D+00
  0.135818D+03  0.411668D+00 -0.555112D-16  0.411668D+00  0.550482D+00
  0.135872D+03  0.397159D+00  0.000000D+00  0.397159D+00  0.534477D+00
  0.135927D+03  0.383133D+00 -0.555112D-16  0.383133D+00  0.518919D+00
  0.135981D+03  0.369590D+00 -0.555112D-16  0.369590D+00  0.503816D+00
  0.136035D+03  0.356529D+00 -0.277556D-16  0.356529D+00  0.489176D+00
  0.136090D+03  0.343944D+00 -0.277556D-16  0.343944D+00  0.475001D+00
  0.136144D+03  0.331829D+00  0.000000D+00  0.331829D+00  0.461289D+00
  0.136198D+03  0.320173D+00  0.000000D+00  0.320173D+00  0.448039D+00
  0.136253D+03  0.308967D+00  0.277556D-16  0.308967D+00  0.435242D+00
  0.136307D+03  0.298198D+00  0.000000D+00  0.298198D+00  0.422893D+00
  0.136361D+03  0.287853D+00  0.000000D+00  0.287853D+00  0.410981D+00
  0.136416D+03  0.277920D+00  0.000000D+00  0.277920D+00  0.399497D+00
  0.136470D+03  0.268383D+00  0.277556D-16  0.268383D+00  0.388429D+00
  0.136524D+03  0.259230D+00 -0.277556D-16  0.259230D+00  0.377766D+00
  0.136579D+03  0.250445D+00  0.000000D+00  0.250445D+00  0.367494D+00
  0.136633D+03  0.242015D+00  0.000000D+00  0.242015D+00  0.357602D+00
  0.136687D+03  0.233925D+00  0.000000D+00  0.233925D+00  0.348077D+00
  0.136742D+03  0.226163D+00  0.000000D+00  0.226163D+00  0.338906D+00
  0.136796D+03  0.218713D+00  0.000000D+00  0.218713D+00  0.330075D+00
  0.136851D+03  0.211563D+00  0.000000D+00  0.211563D+00  0.321573D+00
  0.136905D+03  0.204701D+00  0.000000D+00  0.204701D+00  0.313387D+00
  0.136959D+03  0.198113D+00  0.000000D+00  0.198113D+00  0.305505D+00
  0.137014D+03  0.191788D+00  0.000000D+00  0.191788D+00  0.297914D+00
  0.137068D+03  0.185714D+00  0.000000D+00  0.185714D+00  0.290604D+00
  0.137122D+03  0.179880D+00  0.000000D+00  0.179880D+00  0.283562D+00
  0.137177D+03  0.174275D+00  0.000000D+00  0.174275D+00  0.276778D+00
  0.137231D+03  0.168889D+00  0.000000D+00  0.168889D+00  0.270242D+00
  0.137285D+03  0.163713D+00  0.000000D+00  0.163713D+00  0.263943D+00
  0.137340D+03  0.158736D+00  0.000000D+00  0.158736D+00  0.257872D+00
  0.137394D+03  0.153950D+00  0.000000D+00  0.153950D+00  0.252018D+00
  0.137448D+03  0.149346D+00  0.000000D+00  0.149346D+00  0.246374D+00
  0.137503D+03  0.144916D+00  0.000000D+00  0.144916D+00  0.240930D+00
  0.137557D+03  0.140652D+00  0.000000D+00  0.140652D+00  0.235679D+00
  0.137611D+03  0.136547D+00  0.000000D+00  0.136547D+00  0.230611D+00
  0.137666D+03  0.132593D+00  0.000000D+00  0.132593D+00  0.225720D+00
  0.137720D+03  0.128785D+00  0.000000D+00  0.128785D+00  0.220998D+00
  0.137774D+03  0.125115D+00  0.000000D+00  0.125115D+00  0.216438D+00
  0.137829D+03  0.121577D+00  0.000000D+00  0.121577D+00  0.212034D+00
  0.137883D+03  0.118165D+00 -0.138778D-16  0.118165D+00  0.207780D+00
  0.137937D+03  0.114875D+00  0.138778D-16  0.114875D+00  0.203668D+00
  0.137992D+03  0.111700D+00 -0.138778D-16  0.111700D+00  0.199694D+00
  0.138046D+03  0.108636D+00 -0.277556D-16  0.108636D+00  0.195851D+00
  0.138101D+03  0.105678D+00  0.138778D-16  0.105678D+00  0.192135D+00
  0.138155D+03  0.102821D+00  0.000000D+00  0.102821D+00  0.188540D+00
  0.138209D+03  0.100060D+00  0.000000D+00  0.100060D+00  0.185062D+00
  0.138264D+03  0.973932D-01  0.000000D+00  0.973932D-01  0.181696D+00
  0.138318D+03  0.948147D-01  0.000000D+00  0.948147D-01  0.178438D+00
  0.138372D+03  0.923214D-01  0.000000D+00  0.923214D-01  0.175282D+00
