 -0.187506D+01 -0.613171D+00 -0.395366D+11
 -0.187468D+01 -0.613072D+00 -0.395366D+11
 -0.187430D+01 -0.612972D+00 -0.395367D+11
 -0.187392D+01 -0.612873D+00 -0.395368D+11
 -0.187353D+01 -0.612773D+00 -0.395368D+11
 -0.187315D+01 -0.612673D+00 -0.395369D+11
 -0.187277D+01 -0.612574D+00 -0.395370D+11
 -0.187239D+01 -0.612474D+00 -0.395370D+11
 -0.187200D+01 -0.612374D+00 -0.395371D+11
 -0.187162D+01 -0.612273D+00 -0.395372D+11
 -0.187124D+01 -0.612173D+00 -0.395373D+11
 -0.187086D+01 -0.612073D+00 -0.395373D+11
 -0.187048D+01 -0.611972D+00 -0.395374D+11
 -0.187009D+01 -0.611871D+00 -0.395375D+11
 -0.186971D+01 -0.611771D+00 -0.395375D+11
 -0.186933D+01 -0.611670D+00 -0.395376D+11
 -0.186895D+01 -0.611569D+00 -0.395377D+11
 -0.186856D+01 -0.611468D+00 -0.395377D+11
 -0.186818D+01 -0.611366D+00 -0.395378D+11
 -0.186780D+01 -0.611265D+00 -0.395379D+11
 -0.186742D+01 -0.611164D+00 -0.395379D+11
 -0.186703D+01 -0.611062D+00 -0.395380D+11
 -0.186665D+01 -0.610960D+00 -0.395381D+11
 -0.186627D+01 -0.610859D+00 -0.395381D+11
 -0.186589D+01 -0.610757D+00 -0.395382D+11
 -0.186550D+01 -0.610655D+00 -0.395383D+11
 -0.186512D+01 -0.610552D+00 -0.395384D+11
 -0.186474D+01 -0.610450D+00 -0.395384D+11
 -0.186436D+01 -0.610348D+00 -0.395385D+11
 -0.186398D+01 -0.610245D+00 -0.395386D+11
 -0.186359D+01 -0.610143D+00 -0.395386D+11
 -0.186321D+01 -0.610040D+00 -0.395387D+11
 -0.186283D+01 -0.609937D+00 -0.395388D+11
 -0.186245D+01 -0.609834D+00 -0.395388D+11
 -0.186206D+01 -0.609731D+00 -0.395389D+11
 -0.186168D+01 -0.609628D+00 -0.395390D+11
 -0.186130D+01 -0.609524D+00 -0.395390D+11
 -0.186092D+01 -0.609421D+00 -0.395391D+11
 -0.186053D+01 -0.609317D+00 -0.395392D+11
 -0.186015D+01 -0.609213D+00 -0.395393D+11
 -0.185977D+01 -0.609110D+00 -0.395393D+11
 -0.185939D+01 -0.609006D+00 -0.395394D+11
 -0.185900D+01 -0.608902D+00 -0.395395D+11
 -0.185862D+01 -0.608797D+00 -0.395395D+11
 -0.185824D+01 -0.608693D+00 -0.395396D+11
 -0.185786D+01 -0.608589D+00 -0.395397D+11
 -0.185748D+01 -0.608484D+00 -0.395397D+11
 -0.185709D+01 -0.608379D+00 -0.395398D+11
 -0.185671D+01 -0.608275D+00 -0.395399D+11
 -0.185633D+01 -0.608170D+00 -0.395399D+11
 -0.185595D+01 -0.608065D+00 -0.395400D+11
 -0.185556D+01 -0.607960D+00 -0.395401D+11
 -0.185518D+01 -0.607854D+00 -0.395401D+11
 -0.185480D+01 -0.607749D+00 -0.395402D+11
 -0.185442D+01 -0.607643D+00 -0.395403D+11
 -0.185403D+01 -0.607538D+00 -0.395403D+11
 -0.185365D+01 -0.607432D+00 -0.395404D+11
 -0.185327D+01 -0.607326D+00 -0.395405D+11
 -0.185289D+01 -0.607220D+00 -0.395406D+11
 -0.185250D+01 -0.607114D+00 -0.395406D+11
 -0.185212D+01 -0.607007D+00 -0.395407D+11
 -0.185174D+01 -0.606901D+00 -0.395408D+11
 -0.185136D+01 -0.606795D+00 -0.395408D+11
 -0.185098D+01 -0.606688D+00 -0.395409D+11
 -0.185059D+01 -0.606581D+00 -0.395410D+11
 -0.185021D+01 -0.606474D+00 -0.395410D+11
 -0.184983D+01 -0.606367D+00 -0.395411D+11
 -0.184945D+01 -0.606260D+00 -0.395412D+11
 -0.184906D+01 -0.606153D+00 -0.395412D+11
 -0.184868D+01 -0.606045D+00 -0.395413D+11
 -0.184830D+01 -0.605938D+00 -0.395414D+11
 -0.184792D+01 -0.605830D+00 -0.395414D+11
 -0.184753D+01 -0.605722D+00 -0.395415D+11
 -0.184715D+01 -0.605614D+00 -0.395416D+11
 -0.184677D+01 -0.605506D+00 -0.395416D+11
 -0.184639D+01 -0.605398D+00 -0.395417D+11
 -0.184600D+01 -0.605290D+00 -0.395418D+11
 -0.184562D+01 -0.605182D+00 -0.395419D+11
 -0.184524D+01 -0.605073D+00 -0.395419D+11
 -0.184486D+01 -0.604964D+00 -0.395420D+11
 -0.184447D+01 -0.604856D+00 -0.395421D+11
 -0.184409D+01 -0.604747D+00 -0.395421D+11
 -0.184371D+01 -0.604638D+00 -0.395422D+11
 -0.184333D+01 -0.604528D+00 -0.395423D+11
 -0.184295D+01 -0.604419D+00 -0.395423D+11
 -0.184256D+01 -0.604310D+00 -0.395424D+11
 -0.184218D+01 -0.604200D+00 -0.395425D+11
 -0.184180D+01 -0.604090D+00 -0.395425D+11
 -0.184142D+01 -0.603980D+00 -0.395426D+11
 -0.184103D+01 -0.603870D+00 -0.395427D+11
 -0.184065D+01 -0.603760D+00 -0.395427D+11
 -0.184027D+01 -0.603650D+00 -0.395428D+11
 -0.183989D+01 -0.603540D+00 -0.395429D+11
 -0.183950D+01 -0.603429D+00 -0.395430D+11
 -0.183912D+01 -0.603319D+00 -0.395430D+11
 -0.183874D+01 -0.603208D+00 -0.395431D+11
 -0.183836D+01 -0.603097D+00 -0.395432D+11
 -0.183797D+01 -0.602986D+00 -0.395432D+11
 -0.183759D+01 -0.602875D+00 -0.395433D+11
 -0.183721D+01 -0.602764D+00 -0.395434D+11
 -0.183683D+01 -0.602652D+00 -0.395434D+11
 -0.183645D+01 -0.602541D+00 -0.395435D+11
 -0.183606D+01 -0.602429D+00 -0.395435D+11
 -0.183568D+01 -0.602317D+00 -0.395436D+11
 -0.183530D+01 -0.602205D+00 -0.395437D+11
 -0.183492D+01 -0.602093D+00 -0.395438D+11
 -0.183453D+01 -0.601981D+00 -0.395438D+11
 -0.183415D+01 -0.601869D+00 -0.395439D+11
 -0.183377D+01 -0.601756D+00 -0.395440D+11
 -0.183339D+01 -0.601644D+00 -0.395440D+11
 -0.183300D+01 -0.601531D+00 -0.395441D+11
 -0.183262D+01 -0.601418D+00 -0.395442D+11
 -0.183224D+01 -0.601305D+00 -0.395442D+11
 -0.183186D+01 -0.601192D+00 -0.395443D+11
 -0.183147D+01 -0.601079D+00 -0.395444D+11
 -0.183109D+01 -0.600965D+00 -0.395444D+11
 -0.183071D+01 -0.600852D+00 -0.395445D+11
 -0.183033D+01 -0.600738D+00 -0.395446D+11
 -0.182995D+01 -0.600624D+00 -0.395446D+11
 -0.182956D+01 -0.600510D+00 -0.395447D+11
 -0.182918D+01 -0.600396D+00 -0.395448D+11
 -0.182880D+01 -0.600282D+00 -0.395448D+11
 -0.182842D+01 -0.600167D+00 -0.395449D+11
 -0.182803D+01 -0.600053D+00 -0.395450D+11
 -0.182765D+01 -0.599938D+00 -0.395450D+11
 -0.182727D+01 -0.599824D+00 -0.395451D+11
 -0.182689D+01 -0.599709D+00 -0.395452D+11
 -0.182650D+01 -0.599594D+00 -0.395452D+11
 -0.182612D+01 -0.599478D+00 -0.395453D+11
 -0.182574D+01 -0.599363D+00 -0.395454D+11
 -0.182536D+01 -0.599248D+00 -0.395455D+11
 -0.182497D+01 -0.599132D+00 -0.395455D+11
 -0.182459D+01 -0.599016D+00 -0.395456D+11
 -0.182421D+01 -0.598900D+00 -0.395457D+11
 -0.182383D+01 -0.598784D+00 -0.395457D+11
 -0.182345D+01 -0.598668D+00 -0.395458D+11
 -0.182306D+01 -0.598552D+00 -0.395458D+11
 -0.182268D+01 -0.598435D+00 -0.395459D+11
 -0.182230D+01 -0.598319D+00 -0.395460D+11
 -0.182192D+01 -0.598202D+00 -0.395461D+11
 -0.182153D+01 -0.598085D+00 -0.395461D+11
 -0.182115D+01 -0.597968D+00 -0.395462D+11
 -0.182077D+01 -0.597851D+00 -0.395463D+11
 -0.182039D+01 -0.597734D+00 -0.395463D+11
 -0.182000D+01 -0.597616D+00 -0.395464D+11
 -0.181962D+01 -0.597499D+00 -0.395465D+11
 -0.181924D+01 -0.597381D+00 -0.395465D+11
 -0.181886D+01 -0.597263D+00 -0.395466D+11
 -0.181847D+01 -0.597145D+00 -0.395467D+11
 -0.181809D+01 -0.597027D+00 -0.395467D+11
 -0.181771D+01 -0.596909D+00 -0.395468D+11
 -0.181733D+01 -0.596790D+00 -0.395469D+11
 -0.181695D+01 -0.596672D+00 -0.395469D+11
 -0.181656D+01 -0.596553D+00 -0.395470D+11
 -0.181618D+01 -0.596434D+00 -0.395471D+11
 -0.181580D+01 -0.596315D+00 -0.395471D+11
 -0.181542D+01 -0.596196D+00 -0.395472D+11
 -0.181503D+01 -0.596077D+00 -0.395473D+11
 -0.181465D+01 -0.595957D+00 -0.395473D+11
 -0.181427D+01 -0.595838D+00 -0.395474D+11
 -0.181389D+01 -0.595718D+00 -0.395475D+11
 -0.181350D+01 -0.595598D+00 -0.395475D+11
 -0.181312D+01 -0.595478D+00 -0.395476D+11
 -0.181274D+01 -0.595358D+00 -0.395477D+11
 -0.181236D+01 -0.595238D+00 -0.395477D+11
 -0.181197D+01 -0.595117D+00 -0.395478D+11
 -0.181159D+01 -0.594997D+00 -0.395479D+11
 -0.181121D+01 -0.594876D+00 -0.395479D+11
 -0.181083D+01 -0.594755D+00 -0.395480D+11
 -0.181045D+01 -0.594634D+00 -0.395481D+11
 -0.181006D+01 -0.594513D+00 -0.395481D+11
 -0.180968D+01 -0.594392D+00 -0.395482D+11
 -0.180930D+01 -0.594270D+00 -0.395483D+11
 -0.180892D+01 -0.594148D+00 -0.395483D+11
 -0.180853D+01 -0.594027D+00 -0.395484D+11
 -0.180815D+01 -0.593905D+00 -0.395485D+11
 -0.180777D+01 -0.593783D+00 -0.395485D+11
 -0.180739D+01 -0.593660D+00 -0.395486D+11
 -0.180700D+01 -0.593538D+00 -0.395487D+11
 -0.180662D+01 -0.593415D+00 -0.395487D+11
 -0.180624D+01 -0.593293D+00 -0.395488D+11
 -0.180586D+01 -0.593170D+00 -0.395489D+11
 -0.180547D+01 -0.593047D+00 -0.395489D+11
 -0.180509D+01 -0.592924D+00 -0.395490D+11
 -0.180471D+01 -0.592801D+00 -0.395491D+11
 -0.180433D+01 -0.592677D+00 -0.395491D+11
 -0.180395D+01 -0.592553D+00 -0.395492D+11
 -0.180356D+01 -0.592430D+00 -0.395493D+11
 -0.180318D+01 -0.592306D+00 -0.395493D+11
 -0.180280D+01 -0.592182D+00 -0.395494D+11
 -0.180242D+01 -0.592058D+00 -0.395495D+11
 -0.180203D+01 -0.591933D+00 -0.395495D+11
 -0.180165D+01 -0.591809D+00 -0.395496D+11
 -0.180127D+01 -0.591684D+00 -0.395497D+11
 -0.180089D+01 -0.591559D+00 -0.395497D+11
 -0.180050D+01 -0.591434D+00 -0.395498D+11
 -0.180012D+01 -0.591309D+00 -0.395499D+11
 -0.179974D+01 -0.591184D+00 -0.395499D+11
 -0.179936D+01 -0.591059D+00 -0.395500D+11
 -0.179897D+01 -0.590933D+00 -0.395501D+11
 -0.179859D+01 -0.590807D+00 -0.395501D+11
 -0.179821D+01 -0.590681D+00 -0.395502D+11
 -0.179783D+01 -0.590555D+00 -0.395503D+11
 -0.179745D+01 -0.590429D+00 -0.395503D+11
 -0.179706D+01 -0.590303D+00 -0.395504D+11
 -0.179668D+01 -0.590176D+00 -0.395505D+11
 -0.179630D+01 -0.590050D+00 -0.395505D+11
 -0.179592D+01 -0.589923D+00 -0.395506D+11
 -0.179553D+01 -0.589796D+00 -0.395507D+11
 -0.179515D+01 -0.589669D+00 -0.395507D+11
 -0.179477D+01 -0.589541D+00 -0.395508D+11
 -0.179439D+01 -0.589414D+00 -0.395509D+11
 -0.179400D+01 -0.589286D+00 -0.395509D+11
 -0.179362D+01 -0.589158D+00 -0.395510D+11
 -0.179324D+01 -0.589031D+00 -0.395511D+11
 -0.179286D+01 -0.588902D+00 -0.395511D+11
 -0.179247D+01 -0.588774D+00 -0.395512D+11
 -0.179209D+01 -0.588646D+00 -0.395513D+11
 -0.179171D+01 -0.588517D+00 -0.395513D+11
 -0.179133D+01 -0.588388D+00 -0.395514D+11
 -0.179095D+01 -0.588260D+00 -0.395515D+11
 -0.179056D+01 -0.588131D+00 -0.395515D+11
 -0.179018D+01 -0.588001D+00 -0.395516D+11
 -0.178980D+01 -0.587872D+00 -0.395517D+11
 -0.178942D+01 -0.587742D+00 -0.395517D+11
 -0.178903D+01 -0.587613D+00 -0.395518D+11
 -0.178865D+01 -0.587483D+00 -0.395518D+11
 -0.178827D+01 -0.587353D+00 -0.395519D+11
 -0.178789D+01 -0.587223D+00 -0.395520D+11
 -0.178750D+01 -0.587092D+00 -0.395521D+11
 -0.178712D+01 -0.586962D+00 -0.395521D+11
 -0.178674D+01 -0.586831D+00 -0.395522D+11
 -0.178636D+01 -0.586700D+00 -0.395523D+11
 -0.178597D+01 -0.586569D+00 -0.395523D+11
 -0.178559D+01 -0.586438D+00 -0.395524D+11
 -0.178521D+01 -0.586307D+00 -0.395524D+11
 -0.178483D+01 -0.586175D+00 -0.395525D+11
 -0.178445D+01 -0.586044D+00 -0.395526D+11
 -0.178406D+01 -0.585912D+00 -0.395527D+11
 -0.178368D+01 -0.585780D+00 -0.395527D+11
 -0.178330D+01 -0.585648D+00 -0.395528D+11
 -0.178292D+01 -0.585515D+00 -0.395529D+11
 -0.178253D+01 -0.585383D+00 -0.395529D+11
 -0.178215D+01 -0.585250D+00 -0.395530D+11
 -0.178177D+01 -0.585117D+00 -0.395531D+11
 -0.178139D+01 -0.584984D+00 -0.395531D+11
 -0.178100D+01 -0.584851D+00 -0.395532D+11
 -0.178062D+01 -0.584718D+00 -0.395532D+11
 -0.178024D+01 -0.584585D+00 -0.395533D+11
 -0.177986D+01 -0.584451D+00 -0.395534D+11
 -0.177947D+01 -0.584317D+00 -0.395534D+11
 -0.177909D+01 -0.584183D+00 -0.395535D+11
 -0.177871D+01 -0.584049D+00 -0.395536D+11
 -0.177833D+01 -0.583915D+00 -0.395536D+11
 -0.177795D+01 -0.583780D+00 -0.395537D+11
 -0.177756D+01 -0.583645D+00 -0.395538D+11
 -0.177718D+01 -0.583511D+00 -0.395538D+11
 -0.177680D+01 -0.583376D+00 -0.395539D+11
 -0.177642D+01 -0.583240D+00 -0.395540D+11
 -0.177603D+01 -0.583105D+00 -0.395540D+11
 -0.177565D+01 -0.582970D+00 -0.395541D+11
 -0.177527D+01 -0.582834D+00 -0.395542D+11
 -0.177489D+01 -0.582698D+00 -0.395542D+11
 -0.177450D+01 -0.582562D+00 -0.395543D+11
 -0.177412D+01 -0.582426D+00 -0.395544D+11
 -0.177374D+01 -0.582289D+00 -0.395544D+11
 -0.177336D+01 -0.582153D+00 -0.395545D+11
 -0.177297D+01 -0.582016D+00 -0.395546D+11
 -0.177259D+01 -0.581879D+00 -0.395546D+11
 -0.177221D+01 -0.581742D+00 -0.395547D+11
 -0.177183D+01 -0.581605D+00 -0.395548D+11
 -0.177145D+01 -0.581467D+00 -0.395548D+11
 -0.177106D+01 -0.581330D+00 -0.395549D+11
 -0.177068D+01 -0.581192D+00 -0.395550D+11
 -0.177030D+01 -0.581054D+00 -0.395550D+11
 -0.176992D+01 -0.580916D+00 -0.395551D+11
 -0.176953D+01 -0.580778D+00 -0.395551D+11
 -0.176915D+01 -0.580639D+00 -0.395552D+11
 -0.176877D+01 -0.580501D+00 -0.395553D+11
 -0.176839D+01 -0.580362D+00 -0.395553D+11
 -0.176800D+01 -0.580223D+00 -0.395554D+11
 -0.176762D+01 -0.580084D+00 -0.395555D+11
 -0.176724D+01 -0.579944D+00 -0.395555D+11
 -0.176686D+01 -0.579805D+00 -0.395556D+11
 -0.176647D+01 -0.579665D+00 -0.395557D+11
 -0.176609D+01 -0.579525D+00 -0.395557D+11
 -0.176571D+01 -0.579385D+00 -0.395558D+11
 -0.176533D+01 -0.579245D+00 -0.395559D+11
 -0.176495D+01 -0.579104D+00 -0.395559D+11
 -0.176456D+01 -0.578964D+00 -0.395560D+11
 -0.176418D+01 -0.578823D+00 -0.395561D+11
 -0.176380D+01 -0.578682D+00 -0.395561D+11
 -0.176342D+01 -0.578541D+00 -0.395562D+11
 -0.176303D+01 -0.578400D+00 -0.395562D+11
 -0.176265D+01 -0.578258D+00 -0.395563D+11
 -0.176227D+01 -0.578116D+00 -0.395564D+11
 -0.176189D+01 -0.577974D+00 -0.395565D+11
 -0.176150D+01 -0.577832D+00 -0.395565D+11
 -0.176112D+01 -0.577690D+00 -0.395566D+11
 -0.176074D+01 -0.577548D+00 -0.395567D+11
 -0.176036D+01 -0.577405D+00 -0.395567D+11
 -0.175997D+01 -0.577262D+00 -0.395568D+11
 -0.175959D+01 -0.577119D+00 -0.395568D+11
 -0.175921D+01 -0.576976D+00 -0.395569D+11
 -0.175883D+01 -0.576833D+00 -0.395570D+11
 -0.175845D+01 -0.576689D+00 -0.395570D+11
 -0.175806D+01 -0.576546D+00 -0.395571D+11
 -0.175768D+01 -0.576402D+00 -0.395572D+11
 -0.175730D+01 -0.576258D+00 -0.395572D+11
 -0.175692D+01 -0.576113D+00 -0.395573D+11
 -0.175653D+01 -0.575969D+00 -0.395574D+11
 -0.175615D+01 -0.575824D+00 -0.395574D+11
 -0.175577D+01 -0.575679D+00 -0.395575D+11
 -0.175539D+01 -0.575534D+00 -0.395575D+11
 -0.175500D+01 -0.575389D+00 -0.395576D+11
 -0.175462D+01 -0.575244D+00 -0.395577D+11
 -0.175424D+01 -0.575098D+00 -0.395577D+11
 -0.175386D+01 -0.574952D+00 -0.395578D+11
 -0.175347D+01 -0.574807D+00 -0.395579D+11
 -0.175309D+01 -0.574660D+00 -0.395579D+11
 -0.175271D+01 -0.574514D+00 -0.395580D+11
 -0.175233D+01 -0.574368D+00 -0.395581D+11
 -0.175195D+01 -0.574221D+00 -0.395581D+11
 -0.175156D+01 -0.574074D+00 -0.395582D+11
 -0.175118D+01 -0.573927D+00 -0.395583D+11
 -0.175080D+01 -0.573780D+00 -0.395583D+11
 -0.175042D+01 -0.573632D+00 -0.395584D+11
 -0.175003D+01 -0.573484D+00 -0.395585D+11
 -0.174965D+01 -0.573337D+00 -0.395585D+11
 -0.174927D+01 -0.573188D+00 -0.395586D+11
 -0.174889D+01 -0.573040D+00 -0.395587D+11
 -0.174850D+01 -0.572892D+00 -0.395587D+11
 -0.174812D+01 -0.572743D+00 -0.395588D+11
 -0.174774D+01 -0.572594D+00 -0.395589D+11
 -0.174736D+01 -0.572445D+00 -0.395589D+11
 -0.174697D+01 -0.572296D+00 -0.395590D+11
 -0.174659D+01 -0.572147D+00 -0.395590D+11
 -0.174621D+01 -0.571997D+00 -0.395591D+11
 -0.174583D+01 -0.571847D+00 -0.395592D+11
 -0.174545D+01 -0.571697D+00 -0.395592D+11
 -0.174506D+01 -0.571547D+00 -0.395593D+11
 -0.174468D+01 -0.571397D+00 -0.395594D+11
 -0.174430D+01 -0.571246D+00 -0.395594D+11
 -0.174392D+01 -0.571095D+00 -0.395595D+11
 -0.174353D+01 -0.570944D+00 -0.395596D+11
 -0.174315D+01 -0.570793D+00 -0.395596D+11
 -0.174277D+01 -0.570642D+00 -0.395597D+11
 -0.174239D+01 -0.570490D+00 -0.395598D+11
 -0.174200D+01 -0.570338D+00 -0.395598D+11
 -0.174162D+01 -0.570187D+00 -0.395599D+11
 -0.174124D+01 -0.570034D+00 -0.395599D+11
 -0.174086D+01 -0.569882D+00 -0.395600D+11
 -0.174047D+01 -0.569729D+00 -0.395601D+11
 -0.174009D+01 -0.569577D+00 -0.395601D+11
 -0.173971D+01 -0.569424D+00 -0.395602D+11
 -0.173933D+01 -0.569271D+00 -0.395603D+11
 -0.173895D+01 -0.569117D+00 -0.395603D+11
 -0.173856D+01 -0.568964D+00 -0.395604D+11
 -0.173818D+01 -0.568810D+00 -0.395605D+11
 -0.173780D+01 -0.568656D+00 -0.395605D+11
 -0.173742D+01 -0.568502D+00 -0.395606D+11
 -0.173703D+01 -0.568347D+00 -0.395606D+11
 -0.173665D+01 -0.568193D+00 -0.395607D+11
 -0.173627D+01 -0.568038D+00 -0.395608D+11
 -0.173589D+01 -0.567883D+00 -0.395608D+11
 -0.173550D+01 -0.567728D+00 -0.395609D+11
 -0.173512D+01 -0.567572D+00 -0.395610D+11
 -0.173474D+01 -0.567417D+00 -0.395610D+11
 -0.173436D+01 -0.567261D+00 -0.395611D+11
 -0.173397D+01 -0.567105D+00 -0.395612D+11
 -0.173359D+01 -0.566949D+00 -0.395612D+11
 -0.173321D+01 -0.566792D+00 -0.395613D+11
 -0.173283D+01 -0.566635D+00 -0.395614D+11
 -0.173245D+01 -0.566479D+00 -0.395614D+11
 -0.173206D+01 -0.566322D+00 -0.395615D+11
 -0.173168D+01 -0.566164D+00 -0.395615D+11
 -0.173130D+01 -0.566007D+00 -0.395616D+11
 -0.173092D+01 -0.565849D+00 -0.395617D+11
 -0.173053D+01 -0.565691D+00 -0.395617D+11
 -0.173015D+01 -0.565533D+00 -0.395618D+11
 -0.172977D+01 -0.565375D+00 -0.395619D+11
 -0.172939D+01 -0.565216D+00 -0.395619D+11
 -0.172900D+01 -0.565058D+00 -0.395620D+11
 -0.172862D+01 -0.564899D+00 -0.395621D+11
 -0.172824D+01 -0.564739D+00 -0.395621D+11
 -0.172786D+01 -0.564580D+00 -0.395622D+11
 -0.172747D+01 -0.564420D+00 -0.395623D+11
 -0.172709D+01 -0.564261D+00 -0.395623D+11
 -0.172671D+01 -0.564101D+00 -0.395624D+11
 -0.172633D+01 -0.563940D+00 -0.395624D+11
 -0.172595D+01 -0.563780D+00 -0.395625D+11
 -0.172556D+01 -0.563619D+00 -0.395626D+11
 -0.172518D+01 -0.563459D+00 -0.395626D+11
 -0.172480D+01 -0.563297D+00 -0.395627D+11
 -0.172442D+01 -0.563136D+00 -0.395628D+11
 -0.172403D+01 -0.562975D+00 -0.395628D+11
 -0.172365D+01 -0.562813D+00 -0.395629D+11
 -0.172327D+01 -0.562651D+00 -0.395630D+11
 -0.172289D+01 -0.562489D+00 -0.395630D+11
 -0.172250D+01 -0.562326D+00 -0.395631D+11
 -0.172212D+01 -0.562164D+00 -0.395631D+11
 -0.172174D+01 -0.562001D+00 -0.395632D+11
 -0.172136D+01 -0.561838D+00 -0.395633D+11
