 -0.256381D+06  0.558979D-06
 -0.256330D+06  0.559382D-06
 -0.256279D+06  0.559786D-06
 -0.256228D+06  0.560191D-06
 -0.256176D+06  0.560596D-06
 -0.256125D+06  0.561001D-06
 -0.256074D+06  0.561407D-06
 -0.256023D+06  0.561813D-06
 -0.255971D+06  0.562219D-06
 -0.255920D+06  0.562627D-06
 -0.255869D+06  0.563034D-06
 -0.255817D+06  0.563442D-06
 -0.255766D+06  0.563851D-06
 -0.255715D+06  0.564260D-06
 -0.255664D+06  0.564669D-06
 -0.255612D+06  0.565079D-06
 -0.255561D+06  0.565489D-06
 -0.255510D+06  0.565900D-06
 -0.255458D+06  0.566311D-06
 -0.255407D+06  0.566722D-06
 -0.255356D+06  0.567135D-06
 -0.255305D+06  0.567547D-06
 -0.255253D+06  0.567960D-06
 -0.255202D+06  0.568374D-06
 -0.255151D+06  0.568788D-06
 -0.255100D+06  0.569202D-06
 -0.255048D+06  0.569617D-06
 -0.254997D+06  0.570032D-06
 -0.254946D+06  0.570448D-06
 -0.254894D+06  0.570864D-06
 -0.254843D+06  0.571281D-06
 -0.254792D+06  0.571698D-06
 -0.254741D+06  0.572116D-06
 -0.254689D+06  0.572534D-06
 -0.254638D+06  0.572952D-06
 -0.254587D+06  0.573371D-06
 -0.254536D+06  0.573791D-06
 -0.254484D+06  0.574211D-06
 -0.254433D+06  0.574631D-06
 -0.254382D+06  0.575052D-06
 -0.254330D+06  0.575474D-06
 -0.254279D+06  0.575895D-06
 -0.254228D+06  0.576318D-06
 -0.254177D+06  0.576741D-06
 -0.254125D+06  0.577164D-06
 -0.254074D+06  0.577588D-06
 -0.254023D+06  0.578012D-06
 -0.253971D+06  0.578437D-06
 -0.253920D+06  0.578862D-06
 -0.253869D+06  0.579287D-06
 -0.253818D+06  0.579714D-06
 -0.253766D+06  0.580140D-06
 -0.253715D+06  0.580567D-06
 -0.253664D+06  0.580995D-06
 -0.253613D+06  0.581423D-06
 -0.253561D+06  0.581851D-06
 -0.253510D+06  0.582280D-06
 -0.253459D+06  0.582710D-06
 -0.253407D+06  0.583140D-06
 -0.253356D+06  0.583570D-06
 -0.253305D+06  0.584001D-06
 -0.253254D+06  0.584433D-06
 -0.253202D+06  0.584865D-06
 -0.253151D+06  0.585297D-06
 -0.253100D+06  0.585730D-06
 -0.253049D+06  0.586163D-06
 -0.252997D+06  0.586597D-06
 -0.252946D+06  0.587032D-06
 -0.252895D+06  0.587467D-06
 -0.252843D+06  0.587902D-06
 -0.252792D+06  0.588338D-06
 -0.252741D+06  0.588774D-06
 -0.252690D+06  0.589211D-06
 -0.252638D+06  0.589648D-06
 -0.252587D+06  0.590086D-06
 -0.252536D+06  0.590524D-06
 -0.252484D+06  0.590963D-06
 -0.252433D+06  0.591403D-06
 -0.252382D+06  0.591842D-06
 -0.252331D+06  0.592283D-06
 -0.252279D+06  0.592724D-06
 -0.252228D+06  0.593165D-06
 -0.252177D+06  0.593607D-06
 -0.252126D+06  0.594049D-06
 -0.252074D+06  0.594492D-06
 -0.252023D+06  0.594935D-06
 -0.251972D+06  0.595379D-06
 -0.251920D+06  0.595823D-06
 -0.251869D+06  0.596268D-06
 -0.251818D+06  0.596714D-06
 -0.251767D+06  0.597160D-06
 -0.251715D+06  0.597606D-06
 -0.251664D+06  0.598053D-06
 -0.251613D+06  0.598500D-06
 -0.251561D+06  0.598948D-06
 -0.251510D+06  0.599397D-06
 -0.251459D+06  0.599845D-06
 -0.251408D+06  0.600295D-06
 -0.251356D+06  0.600745D-06
 -0.251305D+06  0.601195D-06
 -0.251254D+06  0.601646D-06
 -0.251203D+06  0.602098D-06
 -0.251151D+06  0.602550D-06
 -0.251100D+06  0.603002D-06
 -0.251049D+06  0.603455D-06
 -0.250997D+06  0.603909D-06
 -0.250946D+06  0.604363D-06
 -0.250895D+06  0.604818D-06
 -0.250844D+06  0.605273D-06
 -0.250792D+06  0.605729D-06
 -0.250741D+06  0.606185D-06
 -0.250690D+06  0.606642D-06
 -0.250639D+06  0.607099D-06
 -0.250587D+06  0.607557D-06
 -0.250536D+06  0.608015D-06
 -0.250485D+06  0.608474D-06
 -0.250433D+06  0.608933D-06
 -0.250382D+06  0.609393D-06
 -0.250331D+06  0.609853D-06
 -0.250280D+06  0.610314D-06
 -0.250228D+06  0.610776D-06
 -0.250177D+06  0.611238D-06
 -0.250126D+06  0.611700D-06
 -0.250074D+06  0.612163D-06
 -0.250023D+06  0.612627D-06
 -0.249972D+06  0.613091D-06
 -0.249921D+06  0.613556D-06
 -0.249869D+06  0.614021D-06
 -0.249818D+06  0.614487D-06
 -0.249767D+06  0.614953D-06
 -0.249716D+06  0.615420D-06
 -0.249664D+06  0.615887D-06
 -0.249613D+06  0.616355D-06
 -0.249562D+06  0.616824D-06
 -0.249510D+06  0.617293D-06
 -0.249459D+06  0.617762D-06
 -0.249408D+06  0.618233D-06
 -0.249357D+06  0.618703D-06
 -0.249305D+06  0.619175D-06
 -0.249254D+06  0.619646D-06
 -0.249203D+06  0.620118D-06
 -0.249152D+06  0.620591D-06
 -0.249100D+06  0.621065D-06
 -0.249049D+06  0.621539D-06
 -0.248998D+06  0.622013D-06
 -0.248946D+06  0.622488D-06
 -0.248895D+06  0.622964D-06
 -0.248844D+06  0.623440D-06
 -0.248793D+06  0.623917D-06
 -0.248741D+06  0.624394D-06
 -0.248690D+06  0.624872D-06
 -0.248639D+06  0.625350D-06
 -0.248587D+06  0.625829D-06
 -0.248536D+06  0.626309D-06
 -0.248485D+06  0.626789D-06
 -0.248434D+06  0.627269D-06
 -0.248382D+06  0.627751D-06
 -0.248331D+06  0.628232D-06
 -0.248280D+06  0.628715D-06
 -0.248229D+06  0.629198D-06
 -0.248177D+06  0.629681D-06
 -0.248126D+06  0.630165D-06
 -0.248075D+06  0.630650D-06
 -0.248023D+06  0.631135D-06
 -0.247972D+06  0.631621D-06
 -0.247921D+06  0.632107D-06
 -0.247870D+06  0.632594D-06
 -0.247818D+06  0.633081D-06
 -0.247767D+06  0.633569D-06
 -0.247716D+06  0.634058D-06
 -0.247664D+06  0.634547D-06
 -0.247613D+06  0.635037D-06
 -0.247562D+06  0.635527D-06
 -0.247511D+06  0.636018D-06
 -0.247459D+06  0.636509D-06
 -0.247408D+06  0.637002D-06
 -0.247357D+06  0.637494D-06
 -0.247306D+06  0.637987D-06
 -0.247254D+06  0.638481D-06
 -0.247203D+06  0.638976D-06
 -0.247152D+06  0.639471D-06
 -0.247100D+06  0.639966D-06
 -0.247049D+06  0.640462D-06
 -0.246998D+06  0.640959D-06
 -0.246947D+06  0.641456D-06
 -0.246895D+06  0.641954D-06
 -0.246844D+06  0.642453D-06
 -0.246793D+06  0.642952D-06
 -0.246742D+06  0.643451D-06
 -0.246690D+06  0.643952D-06
 -0.246639D+06  0.644453D-06
 -0.246588D+06  0.644954D-06
 -0.246536D+06  0.645456D-06
 -0.246485D+06  0.645959D-06
 -0.246434D+06  0.646462D-06
 -0.246383D+06  0.646966D-06
 -0.246331D+06  0.647470D-06
 -0.246280D+06  0.647975D-06
 -0.246229D+06  0.648481D-06
 -0.246177D+06  0.648987D-06
 -0.246126D+06  0.649494D-06
 -0.246075D+06  0.650002D-06
 -0.246024D+06  0.650510D-06
 -0.245972D+06  0.651018D-06
 -0.245921D+06  0.651528D-06
 -0.245870D+06  0.652038D-06
 -0.245819D+06  0.652548D-06
 -0.245767D+06  0.653059D-06
 -0.245716D+06  0.653571D-06
 -0.245665D+06  0.654083D-06
 -0.245613D+06  0.654596D-06
 -0.245562D+06  0.655110D-06
 -0.245511D+06  0.655624D-06
 -0.245460D+06  0.656139D-06
 -0.245408D+06  0.656654D-06
 -0.245357D+06  0.657170D-06
 -0.245306D+06  0.657687D-06
 -0.245255D+06  0.658204D-06
 -0.245203D+06  0.658722D-06
 -0.245152D+06  0.659240D-06
 -0.245101D+06  0.659760D-06
 -0.245049D+06  0.660279D-06
 -0.244998D+06  0.660800D-06
 -0.244947D+06  0.661321D-06
 -0.244896D+06  0.661842D-06
 -0.244844D+06  0.662365D-06
 -0.244793D+06  0.662887D-06
 -0.244742D+06  0.663411D-06
 -0.244690D+06  0.663935D-06
 -0.244639D+06  0.664460D-06
 -0.244588D+06  0.664985D-06
 -0.244537D+06  0.665511D-06
 -0.244485D+06  0.666038D-06
 -0.244434D+06  0.666565D-06
 -0.244383D+06  0.667093D-06
 -0.244332D+06  0.667622D-06
 -0.244280D+06  0.668151D-06
 -0.244229D+06  0.668681D-06
 -0.244178D+06  0.669212D-06
 -0.244126D+06  0.669743D-06
 -0.244075D+06  0.670274D-06
 -0.244024D+06  0.670807D-06
 -0.243973D+06  0.671340D-06
 -0.243921D+06  0.671874D-06
 -0.243870D+06  0.672408D-06
 -0.243819D+06  0.672943D-06
 -0.243767D+06  0.673479D-06
 -0.243716D+06  0.674015D-06
 -0.243665D+06  0.674552D-06
 -0.243614D+06  0.675090D-06
 -0.243562D+06  0.675628D-06
 -0.243511D+06  0.676167D-06
 -0.243460D+06  0.676707D-06
 -0.243409D+06  0.677247D-06
 -0.243357D+06  0.677788D-06
 -0.243306D+06  0.678329D-06
 -0.243255D+06  0.678872D-06
 -0.243203D+06  0.679414D-06
 -0.243152D+06  0.679958D-06
 -0.243101D+06  0.680502D-06
 -0.243050D+06  0.681047D-06
 -0.242998D+06  0.681593D-06
 -0.242947D+06  0.682139D-06
 -0.242896D+06  0.682686D-06
 -0.242845D+06  0.683233D-06
 -0.242793D+06  0.683782D-06
 -0.242742D+06  0.684330D-06
 -0.242691D+06  0.684880D-06
 -0.242639D+06  0.685430D-06
 -0.242588D+06  0.685981D-06
 -0.242537D+06  0.686533D-06
 -0.242486D+06  0.687085D-06
 -0.242434D+06  0.687638D-06
 -0.242383D+06  0.688192D-06
 -0.242332D+06  0.688746D-06
 -0.242280D+06  0.689301D-06
 -0.242229D+06  0.689857D-06
 -0.242178D+06  0.690413D-06
 -0.242127D+06  0.690970D-06
 -0.242075D+06  0.691528D-06
 -0.242024D+06  0.692086D-06
 -0.241973D+06  0.692645D-06
 -0.241922D+06  0.693205D-06
 -0.241870D+06  0.693766D-06
 -0.241819D+06  0.694327D-06
 -0.241768D+06  0.694889D-06
 -0.241716D+06  0.695451D-06
 -0.241665D+06  0.696014D-06
 -0.241614D+06  0.696578D-06
 -0.241563D+06  0.697143D-06
 -0.241511D+06  0.697708D-06
 -0.241460D+06  0.698274D-06
 -0.241409D+06  0.698841D-06
 -0.241358D+06  0.699408D-06
 -0.241306D+06  0.699977D-06
 -0.241255D+06  0.700545D-06
 -0.241204D+06  0.701115D-06
 -0.241152D+06  0.701685D-06
 -0.241101D+06  0.702256D-06
 -0.241050D+06  0.702828D-06
 -0.240999D+06  0.703400D-06
 -0.240947D+06  0.703973D-06
 -0.240896D+06  0.704547D-06
 -0.240845D+06  0.705122D-06
 -0.240793D+06  0.705697D-06
 -0.240742D+06  0.706273D-06
 -0.240691D+06  0.706850D-06
 -0.240640D+06  0.707427D-06
 -0.240588D+06  0.708005D-06
 -0.240537D+06  0.708584D-06
 -0.240486D+06  0.709163D-06
 -0.240435D+06  0.709744D-06
 -0.240383D+06  0.710325D-06
 -0.240332D+06  0.710906D-06
 -0.240281D+06  0.711489D-06
 -0.240229D+06  0.712072D-06
 -0.240178D+06  0.712656D-06
 -0.240127D+06  0.713241D-06
 -0.240076D+06  0.713826D-06
 -0.240024D+06  0.714412D-06
 -0.239973D+06  0.714999D-06
 -0.239922D+06  0.715586D-06
 -0.239870D+06  0.716175D-06
 -0.239819D+06  0.716764D-06
 -0.239768D+06  0.717353D-06
 -0.239717D+06  0.717944D-06
 -0.239665D+06  0.718535D-06
 -0.239614D+06  0.719127D-06
 -0.239563D+06  0.719720D-06
 -0.239512D+06  0.720313D-06
 -0.239460D+06  0.720908D-06
 -0.239409D+06  0.721503D-06
 -0.239358D+06  0.722098D-06
 -0.239306D+06  0.722695D-06
 -0.239255D+06  0.723292D-06
 -0.239204D+06  0.723890D-06
 -0.239153D+06  0.724489D-06
 -0.239101D+06  0.725088D-06
 -0.239050D+06  0.725689D-06
 -0.238999D+06  0.726290D-06
 -0.238948D+06  0.726891D-06
 -0.238896D+06  0.727494D-06
 -0.238845D+06  0.728097D-06
 -0.238794D+06  0.728701D-06
 -0.238742D+06  0.729306D-06
 -0.238691D+06  0.729912D-06
 -0.238640D+06  0.730518D-06
 -0.238589D+06  0.731125D-06
 -0.238537D+06  0.731733D-06
 -0.238486D+06  0.732342D-06
 -0.238435D+06  0.732951D-06
 -0.238383D+06  0.733561D-06
 -0.238332D+06  0.734172D-06
 -0.238281D+06  0.734784D-06
 -0.238230D+06  0.735397D-06
 -0.238178D+06  0.736010D-06
 -0.238127D+06  0.736624D-06
 -0.238076D+06  0.737239D-06
 -0.238025D+06  0.737855D-06
 -0.237973D+06  0.738471D-06
 -0.237922D+06  0.739088D-06
 -0.237871D+06  0.739706D-06
 -0.237819D+06  0.740325D-06
 -0.237768D+06  0.740945D-06
 -0.237717D+06  0.741565D-06
 -0.237666D+06  0.742186D-06
 -0.237614D+06  0.742808D-06
 -0.237563D+06  0.743431D-06
 -0.237512D+06  0.744054D-06
 -0.237461D+06  0.744679D-06
 -0.237409D+06  0.745304D-06
 -0.237358D+06  0.745930D-06
 -0.237307D+06  0.746557D-06
 -0.237255D+06  0.747184D-06
 -0.237204D+06  0.747813D-06
 -0.237153D+06  0.748442D-06
 -0.237102D+06  0.749072D-06
 -0.237050D+06  0.749702D-06
 -0.236999D+06  0.750334D-06
 -0.236948D+06  0.750966D-06
 -0.236896D+06  0.751600D-06
 -0.236845D+06  0.752234D-06
 -0.236794D+06  0.752869D-06
 -0.236743D+06  0.753504D-06
 -0.236691D+06  0.754141D-06
 -0.236640D+06  0.754778D-06
 -0.236589D+06  0.755416D-06
 -0.236538D+06  0.756055D-06
 -0.236486D+06  0.756695D-06
 -0.236435D+06  0.757335D-06
 -0.236384D+06  0.757977D-06
 -0.236332D+06  0.758619D-06
 -0.236281D+06  0.759262D-06
 -0.236230D+06  0.759906D-06
 -0.236179D+06  0.760551D-06
 -0.236127D+06  0.761196D-06
 -0.236076D+06  0.761843D-06
 -0.236025D+06  0.762490D-06
 -0.235974D+06  0.763138D-06
 -0.235922D+06  0.763787D-06
 -0.235871D+06  0.764437D-06
 -0.235820D+06  0.765087D-06
 -0.235768D+06  0.765739D-06
 -0.235717D+06  0.766391D-06
 -0.235666D+06  0.767044D-06
 -0.235615D+06  0.767698D-06
 -0.235563D+06  0.768353D-06
 -0.235512D+06  0.769009D-06
 -0.235461D+06  0.769665D-06
 -0.235409D+06  0.770323D-06
 -0.235358D+06  0.770981D-06
 -0.235307D+06  0.771640D-06
 -0.235256D+06  0.772300D-06
 -0.235204D+06  0.772961D-06
 -0.235153D+06  0.773622D-06
 -0.235102D+06  0.774285D-06
 -0.235051D+06  0.774948D-06
 -0.234999D+06  0.775613D-06
 -0.234948D+06  0.776278D-06
 -0.234897D+06  0.776944D-06
 -0.234845D+06  0.777611D-06
 -0.234794D+06  0.778278D-06
 -0.234743D+06  0.778947D-06
 -0.234692D+06  0.779616D-06
 -0.234640D+06  0.780287D-06
 -0.234589D+06  0.780958D-06
 -0.234538D+06  0.781630D-06
 -0.234486D+06  0.782303D-06
 -0.234435D+06  0.782977D-06
 -0.234384D+06  0.783652D-06
 -0.234333D+06  0.784328D-06
 -0.234281D+06  0.785004D-06
 -0.234230D+06  0.785682D-06
 -0.234179D+06  0.786360D-06
 -0.234128D+06  0.787039D-06
 -0.234076D+06  0.787719D-06
 -0.234025D+06  0.788400D-06
 -0.233974D+06  0.789082D-06
 -0.233922D+06  0.789765D-06
 -0.233871D+06  0.790449D-06
 -0.233820D+06  0.791134D-06
 -0.233769D+06  0.791819D-06
 -0.233717D+06  0.792506D-06
 -0.233666D+06  0.793193D-06
 -0.233615D+06  0.793881D-06
 -0.233564D+06  0.794570D-06
 -0.233512D+06  0.795260D-06
 -0.233461D+06  0.795951D-06
 -0.233410D+06  0.796643D-06
 -0.233358D+06  0.797336D-06
 -0.233307D+06  0.798030D-06
 -0.233256D+06  0.798724D-06
 -0.233205D+06  0.799420D-06
 -0.233153D+06  0.800116D-06
 -0.233102D+06  0.800814D-06
 -0.233051D+06  0.801512D-06
 -0.232999D+06  0.802211D-06
 -0.232948D+06  0.802912D-06
 -0.232897D+06  0.803613D-06
 -0.232846D+06  0.804315D-06
 -0.232794D+06  0.805018D-06
 -0.232743D+06  0.805722D-06
 -0.232692D+06  0.806427D-06
 -0.232641D+06  0.807133D-06
 -0.232589D+06  0.807839D-06
 -0.232538D+06  0.808547D-06
 -0.232487D+06  0.809256D-06
 -0.232435D+06  0.809965D-06
 -0.232384D+06  0.810676D-06
