 X0/lambda deviation_CS_X deviation_CS_Y deviation_CS_Z
  8.333333333333334E-04  2.680203875691948E-01 -2.303390569239573E-01  1.369314288455803E+01
  1.666666666666667E-03  2.678197242055371E-01 -2.305136542264210E-01  1.369216241107911E+01
  2.500000000000000E-03  2.674853090254040E-01 -2.308046289207394E-01  1.369052836504487E+01
  3.333333333333334E-03  2.670171776652113E-01 -2.312119497944637E-01  1.368824086110333E+01
  4.166666666666667E-03  2.664153800110938E-01 -2.317355731545045E-01  1.368530005976584E+01
  5.000000000000000E-03  2.656799801940330E-01 -2.323754428316163E-01  1.368170616741123E+01
  5.833333333333334E-03  2.648110565835016E-01 -2.268574562083708E-01  1.367745943629110E+01
  6.666666666666667E-03  2.700827357574700E-01 -2.277296001367025E-01  1.367256016453633E+01
  7.500000000000000E-03  2.689470565827305E-01 -2.287177470801096E-01  1.366700869616475E+01
  8.333333333333333E-03  2.676781740703989E-01 -2.235477570560788E-01  1.366080542108994E+01
  9.166666666666667E-03  2.662762234533106E-01 -2.247675795796966E-01  1.365395077513134E+01
  1.000000000000000E-02  2.710153881282392E-01 -2.261030498097406E-01  1.364644524002534E+01
  1.083333333333333E-02  2.693477637305130E-01 -2.212799904946992E-01  1.363828934343769E+01
  1.166666666666667E-02  2.675475619839960E-01 -2.228463139203291E-01  1.362948365897708E+01
  1.250000000000000E-02  2.718890087506213E-01 -2.182537840816084E-01  1.362002880620976E+01
  1.333333333333333E-02  2.698242420786647E-01 -2.200502885209776E-01  1.360992545067543E+01
  1.416666666666667E-02  2.739015500261044E-01 -2.156875665253575E-01  1.359917430390431E+01
  1.500000000000000E-02  2.715730988178400E-01 -2.177134809667059E-01  1.358777612343529E+01
  1.583333333333333E-02  2.753872046439508E-01 -2.135797465015745E-01  1.357573171283526E+01
  1.666666666666667E-02  2.727960618139873E-01 -2.095601674364710E-01  1.356304192171965E+01
  1.750000000000000E-02  2.763480145526533E-01 -2.119285358182098E-01  1.354970764577403E+01
  1.833333333333333E-02  2.797693191290148E-01 -2.081365295253013E-01  1.353572982677695E+01
  1.916666666666667E-02  2.767862457609429E-01 -2.044579161594900E-01  1.352110945262380E+01
  2.000000000000000E-02  2.799471805181848E-01 -2.008924171620606E-01  1.350584755735197E+01
  2.083333333333333E-02  2.767043874477382E-01 -1.974397418196774E-01  1.348994522116698E+01
  2.166666666666667E-02  2.796062803621763E-01 -1.940995872935105E-01  1.347340357046981E+01
  2.250000000000000E-02  2.823791849622251E-01 -1.971456726277808E-01  1.345622377788540E+01
  2.333333333333333E-02  2.850234747120819E-01 -1.940296028707342E-01  1.343840706229218E+01
  2.416666666666667E-02  2.812655028472100E-01 -1.910250729736478E-01  1.341368065487508E+01
  2.500000000000000E-02  2.836537382470637E-01 -1.881317319145647E-01  1.339459393506792E+01
  2.583333333333333E-02  2.859145615294501E-01 -1.853492167113227E-01  1.337487422672045E+01
  2.666666666666667E-02  2.880484009206422E-01 -1.826771524583512E-01  1.335452293404277E+01
  2.750000000000000E-02  2.900556982352916E-01 -1.738411183867912E-01  1.333354150766293E+01
  2.833333333333333E-02  2.919369088330722E-01 -1.713887838144280E-01  1.331193144466283E+01
  2.916666666666667E-02  2.936925015736758E-01 -1.690457043200007E-01  1.328969428861564E+01
  3.000000000000000E-02  2.953229587707328E-01 -1.668114576953398E-01  1.326683162962384E+01
  3.083333333333333E-02  2.968287761440654E-01 -1.646856100105270E-01  1.324334510435868E+01
  3.166666666666667E-02  2.982104627709583E-01 -1.563936816801664E-01  1.321923639610043E+01
  3.250000000000000E-02  2.994685410358001E-01 -1.544832834191535E-01  1.319450723477981E+01
  3.333333333333333E-02  3.006035465785006E-01 -1.526799124230994E-01  1.316915939702028E+01
  3.416666666666666E-02  3.016160282415751E-01 -1.447090543488308E-01  1.314319470618158E+01
  3.500000000000000E-02  3.025065480159490E-01 -1.431182852960024E-01  1.311661503240402E+01
  3.583333333333334E-02  3.032756809853004E-01 -1.416330679911895E-01  1.308942229265390E+01
  3.666666666666667E-02  3.101980492469482E-01 -1.339788537718527E-01  1.306161845076985E+01
  3.750000000000000E-02  3.107261859427800E-01 -1.327031845715634E-01  1.303320551751016E+01
  3.833333333333333E-02  3.111347390659327E-01 -1.252574551298655E-01  1.300418555060106E+01
  3.916666666666667E-02  3.114243354891637E-01 -1.241891848681090E-01  1.297456065478583E+01
  4.000000000000000E-02  3.178696488580061E-01 -1.169497461239882E-01  1.294433298187503E+01
  4.083333333333333E-02  3.179232636168426E-01 -1.098126020519587E-01  1.291350473079740E+01
  4.166666666666666E-02  3.178598788098978E-01 -1.090512047484399E-01  1.288207814765183E+01
  4.250000000000000E-02  3.239542060823949E-01 -1.021168933780549E-01  1.285005552576008E+01
  4.333333333333333E-02  3.236588676801747E-01 -9.528309809981693E-02  1.281743920572043E+01
  4.416666666666667E-02  3.295226342246781E-01 -9.482323819579616E-02  1.278423157546209E+01
  4.500000000000000E-02  3.289981528218449E-01 -8.818862020076912E-02  1.275043507030046E+01
  4.583333333333333E-02  3.346342188121603E-01 -8.165264183183267E-02  1.271605217299323E+01
  4.666666666666667E-02  3.338835038769048E-01 -7.521465614280304E-02  1.268108541379712E+01
  4.750000000000000E-02  3.392948277858849E-01 -6.887400556779742E-02  1.264553737052550E+01
  4.833333333333333E-02  3.383208865010514E-01 -6.890405596601977E-02  1.260941066860669E+01
