 X0/lambda deviation_OPT_X deviation_OPT_Y deviation_OPT_Z
  8.333333333333334E-04  2.679768509066682E-01 -2.303706581559103E-01  5.372701243241509E-01
  1.666666666666667E-03  2.676455817176885E-01 -2.306400560918570E-01  5.371837324910791E-01
  2.500000000000000E-03  2.670935040361555E-01 -2.310890216342100E-01  5.370397665295699E-01
  3.333333333333334E-03  2.663206743089766E-01 -2.317175082594759E-01  5.368382570733290E-01
  4.166666666666667E-03  2.653271715555153E-01 -2.325254508402890E-01  5.365792469960696E-01
  5.000000000000000E-03  2.641130973611988E-01 -2.335127656510625E-01  5.362627913982083E-01
  5.833333333333334E-03  2.626785758694399E-01 -2.284053163975372E-01  5.358889575894723E-01
  6.666666666666667E-03  2.672977877491793E-01 -2.297510501361611E-01  5.354578250679024E-01
  7.500000000000000E-03  2.654228342725969E-01 -2.312757934184951E-01  5.349694854949560E-01
  8.333333333333333E-03  2.633279411674457E-01 -2.267053542362136E-01  5.344240426668072E-01
  9.166666666666667E-03  2.610133226909455E-01 -2.285876239676053E-01  5.338216124818848E-01
  1.000000000000000E-02  2.647532495679258E-01 -2.306483735268711E-01  5.331623229045770E-01
  1.083333333333333E-02  2.619999130611250E-01 -2.266133553137927E-01  5.324463139251868E-01
  1.166666666666667E-02  2.590276288163170E-01 -2.290304051651446E-01  5.316737375161876E-01
  1.250000000000000E-02  2.621107349066386E-01 -2.253512045308899E-01  5.308447575846291E-01
  1.333333333333333E-02  2.587014898750818E-01 -2.281235523172014E-01  5.299595499209067E-01
  1.416666666666667E-02  2.613483105518321E-01 -2.247990930882602E-01  5.290183021438313E-01
  1.500000000000000E-02  2.575035002049290E-01 -2.279255889122407E-01  5.280212136419318E-01
  1.583333333333333E-02  2.597155203315382E-01 -2.249546475664817E-01  5.269684955111870E-01
  1.666666666666667E-02  2.554367188048144E-01 -2.221599604089255E-01  5.258603704890467E-01
  1.750000000000000E-02  2.572156016617827E-01 -2.258152004747500E-01  5.246970728849014E-01
  1.833333333333333E-02  2.587785952241909E-01 -2.233719205745759E-01  5.234788485069096E-01
  1.916666666666667E-02  2.538521479942820E-01 -2.211037571930644E-01  5.222059545852359E-01
  2.000000000000000E-02  2.549848325486561E-01 -2.190102946126714E-01  5.208786596918250E-01
  2.083333333333333E-02  2.496291076539364E-01 -2.170910989272868E-01  5.194972436566359E-01
  2.166666666666667E-02  2.503335900451636E-01 -2.153457180794583E-01  5.180619974803933E-01
  2.250000000000000E-02  2.508248165377182E-01 -2.200477158776441E-01  5.165732232438000E-01
  2.333333333333333E-02  2.511033798916352E-01 -2.186485361259509E-01  5.150312340135949E-01
  2.416666666666667E-02  2.448958608080393E-01 -2.174217065324597E-01  5.071623197672236E-01
  2.500000000000000E-02  2.447509637897908E-01 -2.163667028425953E-01  5.055148832026851E-01
  2.583333333333333E-02  2.443953132235812E-01 -2.154829828621602E-01  5.038152357685309E-01
  2.666666666666667E-02  2.438295892371329E-01 -2.147699865045998E-01  5.020637334668880E-01
  2.750000000000000E-02  2.430544936657149E-01 -2.079531018617759E-01  5.002607427653457E-01
  2.833333333333333E-02  2.420707499950216E-01 -2.075798011651832E-01  4.984066404829152E-01
  2.916666666666667E-02  2.408791033018081E-01 -2.073754369716535E-01  4.965018136731868E-01
  3.000000000000000E-02  2.394803201930626E-01 -2.073393781276293E-01  4.945466595041290E-01
  3.083333333333333E-02  2.378751887428821E-01 -2.074709758464036E-01  4.925415851349280E-01
  3.166666666666667E-02  2.360645184280121E-01 -2.014955297872683E-01  4.904870075897974E-01
  3.250000000000000E-02  2.340491400612018E-01 -2.019604240243271E-01  4.883833536288513E-01
  3.333333333333333E-02  2.318299057227055E-01 -2.025909232404450E-01  4.862310596158791E-01
  3.416666666666666E-02  2.294076886902098E-01 -1.971122747216073E-01  4.840305713835212E-01
  3.500000000000000E-02  2.267833833666663E-01 -1.980718103529101E-01  4.817823440953596E-01
  3.583333333333334E-02  2.239579052063835E-01 -1.991947428173263E-01  4.794868421053735E-01
  3.666666666666667E-02  2.272062246169793E-01 -1.942062675947904E-01  4.771445388145367E-01
  3.750000000000000E-02  2.239812309708549E-01 -1.956536649630424E-01  4.747559165249735E-01
  3.833333333333333E-02  2.205579363920500E-01 -1.909880622233123E-01  4.723214662912157E-01
  3.916666666666667E-02  2.169373397640292E-01 -1.927567055926999E-01  4.698416877690136E-01
  4.000000000000000E-02  2.193944946018637E-01 -1.884106884553879E-01  4.673170890617052E-01
  4.083333333333333E-02  2.153823730566088E-01 -1.842231892803086E-01  4.647481865640252E-01
  4.166666666666666E-02  2.111760696943030E-01 -1.864673697641333E-01  4.621355048035460E-01
  4.250000000000000E-02  2.130506994742986E-01 -1.825942729754105E-01  4.594795762797571E-01
  4.333333333333333E-02  2.084592957256833E-01 -1.788770272994653E-01  4.567809413009202E-01
  4.416666666666667E-02  2.099510478983800E-01 -1.815887445859284E-01  4.540401478186559E-01
  4.500000000000000E-02  2.049790296475886E-01 -1.781804182978763E-01  4.512577512603151E-01
  4.583333333333333E-02  2.060924705588754E-01 -1.749251274612711E-01  4.484343143594518E-01
  4.666666666666667E-02  2.007444842287982E-01 -1.718219008396655E-01  4.455704069839893E-01
  4.750000000000000E-02  2.014843399864016E-01 -1.688697509986849E-01  4.426666059625609E-01
  4.833333333333333E-02  1.957651909701732E-01 -1.723417083718789E-01  4.397234949090495E-01
  4.916666666666666E-02  1.961363458453702E-01 -1.696886854402634E-01  4.367416640449863E-01
  5.000000000000000E-02  1.900509968777332E-01 -1.671836806895413E-01  4.337217100204540E-01
  5.083333333333333E-02  1.900584916470886E-01 -1.648256427927757E-01  4.306642357331694E-01
  5.166666666666667E-02  1.898860950945525E-01 -1.626135046825415E-01  4.275698501458475E-01
  5.250000000000000E-02  1.832610913445228E-01 -1.605461836471788E-01  4.244391681021579E-01
  5.333333333333334E-02  1.827328855245419E-01 -1.586225814286212E-01  4.212728101409521E-01
  5.416666666666667E-02  1.820287997847114E-01 -1.568415843216876E-01  4.180714023093210E-01
  5.500000000000000E-02  1.811502090914699E-01 -1.552020632749861E-01  4.148355759740387E-01
  5.583333333333333E-02  1.738244731539001E-01 -1.537028739933190E-01  4.115659676318442E-01
  5.666666666666666E-02  1.726010722136902E-01 -1.460688230642440E-01  4.082632187184220E-01
  5.750000000000000E-02  1.712074030571928E-01 -1.448468039739488E-01  4.049279754163537E-01
  5.833333333333333E-02  1.696449148017546E-01 -1.437615933486688E-01  4.015608884617590E-01
  5.916666666666667E-02  1.679150747919562E-01 -1.428119869738600E-01  3.981626129501727E-01
  6.000000000000000E-02  1.660193684720274E-01 -1.419967659267444E-01  3.947338081413003E-01
  6.083333333333334E-02  1.639592992557801E-01 -1.350406627104135E-01  3.912751372630139E-01
  6.166666666666667E-02  1.617363883952073E-01 -1.344904972777428E-01  3.815132333368335E-01
  6.250000000000000E-02  1.593521748469514E-01 -1.340709732802591E-01  3.779968348910141E-01
  6.333333333333334E-02  1.568082151370488E-01 -1.337808140949640E-01  3.744525818963912E-01
  6.416666666666666E-02  1.541060832236005E-01 -1.273446949871521E-01  3.708811514782310E-01
  6.500000000000000E-02  1.512473703578851E-01 -1.273093791402180E-01  3.672832237393355E-01
  6.583333333333333E-02  1.482336849434901E-01 -1.273995139106553E-01  3.636594815603606E-01
  6.666666666666667E-02  1.450666523932751E-01 -1.213397328834670E-01  3.600106103997499E-01
  6.750000000000000E-02  1.417479149851122E-01 -1.216767579290930E-01  3.563372980934465E-01
  6.833333333333333E-02  1.382791317153290E-01 -1.158611614851802E-01  3.526402346544140E-01
  6.916666666666667E-02  1.346619781502060E-01 -1.164396385048422E-01  3.489201120720430E-01
  7.000000000000001E-02  1.371721802537990E-01 -1.108627347637350E-01  3.451776241114085E-01
  7.083333333333333E-02  1.332633783251329E-01 -1.116771188113737E-01  3.414134661128094E-01
  7.166666666666667E-02  1.292113307103525E-01 -1.063333102811725E-01  3.439023687687506E-01
  7.250000000000000E-02  1.250177777364335E-01 -1.073779518446343E-01  3.400969620130981E-01
  7.333333333333333E-02  1.269585095090108E-01 -1.022615375244094E-01  3.362719786869368E-01
  7.416666666666667E-02  1.224872298423661E-01 -1.035306846515060E-01  3.324281184281758E-01
