 X0/lambda omega_x_CS omega_y_CS omega_z_CS
  8.333333333333334E-04  1.382026573862027E+02  1.588352443784345E+02  4.988177086764278E+01
  1.666666666666667E-03  1.382024567228391E+02  1.588350697811320E+02  4.988079039416386E+01
  2.500000000000000E-03  1.382021223076589E+02  1.588347788064377E+02  4.987915634812962E+01
  3.333333333333334E-03  1.382016541762987E+02  1.588343714855640E+02  4.987686884418809E+01
  4.166666666666667E-03  1.382010523786446E+02  1.588338478622040E+02  4.987392804285059E+01
  5.000000000000000E-03  1.382003169788275E+02  1.588332079925268E+02  4.987033415049598E+01
  5.833333333333334E-03  1.381994480552170E+02  1.588324519451724E+02  4.986608741937585E+01
  6.666666666666667E-03  1.381984457004133E+02  1.588315798012441E+02  4.986118814762109E+01
  7.500000000000000E-03  1.381973100212386E+02  1.588305916543007E+02  4.985563667924950E+01
  8.333333333333333E-03  1.381960411387263E+02  1.588294876103471E+02  4.984943340417469E+01
  9.166666666666667E-03  1.381946391881092E+02  1.588282677878234E+02  4.984257875821609E+01
  1.000000000000000E-02  1.381931043188065E+02  1.588269323175934E+02  4.983507322311009E+01
  1.083333333333333E-02  1.381914366944087E+02  1.588254813429308E+02  4.982691732652244E+01
  1.166666666666667E-02  1.381896364926622E+02  1.588239150195052E+02  4.981811164206184E+01
  1.250000000000000E-02  1.381877039054512E+02  1.588222335153662E+02  4.980865678929450E+01
  1.333333333333333E-02  1.381856391387792E+02  1.588204370109269E+02  4.979855343376018E+01
  1.416666666666667E-02  1.381834424127490E+02  1.588185256989449E+02  4.978780228698906E+01
  1.500000000000000E-02  1.381811139615408E+02  1.588164997845035E+02  4.977640410652004E+01
  1.583333333333333E-02  1.381786540333893E+02  1.588143594849910E+02  4.976435969592001E+01
  1.666666666666667E-02  1.381760628905593E+02  1.588121050300784E+02  4.975166990480439E+01
  1.750000000000000E-02  1.381733408093203E+02  1.588097366616967E+02  4.973833562885878E+01
  1.833333333333333E-02  1.381704880799190E+02  1.588072546340120E+02  4.972435780986169E+01
  1.916666666666667E-02  1.381675050065509E+02  1.588046592134001E+02  4.970973743570855E+01
  2.000000000000000E-02  1.381643919073305E+02  1.588019506784199E+02  4.969447554043672E+01
  2.083333333333333E-02  1.381611491142601E+02  1.587991293197846E+02  4.967857320425173E+01
  2.166666666666667E-02  1.381577769731969E+02  1.587961954403332E+02  4.966203155355456E+01
  2.250000000000000E-02  1.381542758438192E+02  1.587931493549989E+02  4.964485176097015E+01
  2.333333333333333E-02  1.381506460995915E+02  1.587899913907783E+02  4.962703504537693E+01
  2.416666666666667E-02  1.381468881277266E+02  1.587867218866977E+02  4.960858267193748E+01
  2.500000000000000E-02  1.381430023291488E+02  1.587833411937791E+02  4.958949595213032E+01
  2.583333333333333E-02  1.381389891184535E+02  1.587798496750047E+02  4.956977624378284E+01
  2.666666666666667E-02  1.381348489238671E+02  1.587762477052801E+02  4.954942495110517E+01
  2.750000000000000E-02  1.381305821872041E+02  1.587725356713963E+02  4.952844352472533E+01
  2.833333333333333E-02  1.381261893638242E+02  1.587687139719910E+02  4.950683346172524E+01
  2.916666666666667E-02  1.381216709225872E+02  1.587647830175078E+02  4.948459630567804E+01
  3.000000000000000E-02  1.381170273458066E+02  1.587607432301548E+02  4.946173364668624E+01
  3.083333333333333E-02  1.381122591292023E+02  1.587565950438620E+02  4.943824712142108E+01
  3.166666666666667E-02  1.381073667818515E+02  1.587523389042370E+02  4.941413841316283E+01
  3.250000000000000E-02  1.381023508261387E+02  1.587479752685204E+02  4.938940925184220E+01
  3.333333333333333E-02  1.380972117977037E+02  1.587435046055388E+02  4.936406141408268E+01
  3.416666666666666E-02  1.380919502453892E+02  1.587389273956578E+02  4.933809672324398E+01
  3.500000000000000E-02  1.380865667311859E+02  1.587342441307329E+02  4.931151704946642E+01
  3.583333333333334E-02  1.380810618301776E+02  1.587294553140601E+02  4.928432430971630E+01
  3.666666666666667E-02  1.380754361304839E+02  1.587245614603242E+02  4.925652046783224E+01
  3.750000000000000E-02  1.380696902332021E+02  1.587195630955468E+02  4.922810753457257E+01
  3.833333333333333E-02  1.380638247523476E+02  1.587144607570332E+02  4.919908756766345E+01
  3.916666666666667E-02  1.380578403147932E+02  1.587092549933173E+02  4.916946267184824E+01
  4.000000000000000E-02  1.380517375602067E+02  1.587039463641061E+02  4.913923499893742E+01
  4.083333333333333E-02  1.380455171409879E+02  1.586985354402229E+02  4.910840674785980E+01
  4.166666666666666E-02  1.380391797222033E+02  1.586930228035487E+02  4.907698016471422E+01
  4.250000000000000E-02  1.380327259815205E+02  1.586874090469638E+02  4.904495754282248E+01
  4.333333333333333E-02  1.380261566091407E+02  1.586816947742867E+02  4.901234122278283E+01
  4.416666666666667E-02  1.380194723077299E+02  1.586758806002131E+02  4.897913359252448E+01
  4.500000000000000E-02  1.380126737923494E+02  1.586699671502528E+02  4.894533708736286E+01
  4.583333333333333E-02  1.380057617903844E+02  1.586639550606665E+02  4.891095419005562E+01
  4.666666666666667E-02  1.379987370414715E+02  1.586578449784002E+02  4.887598743085952E+01
  4.750000000000000E-02  1.379916002974252E+02  1.586516375610199E+02  4.884043938758790E+01
  4.833333333333333E-02  1.379843523221627E+02  1.586453334766441E+02  4.880431268566909E+01
  4.916666666666666E-02  1.379769938916278E+02  1.586389334038753E+02  4.876760999820532E+01
  5.000000000000000E-02  1.379695257937136E+02  1.586324380317313E+02  4.873033404603244E+01
  5.083333333333333E-02  1.379619488281834E+02  1.586258480595744E+02  4.869248759778023E+01
