 X0/lambda deviation_OPT_X deviation_OPT_Y deviation_OPT_Z
  8.333333333333334E-04  1.998192754017439E-01 -1.754401794776655E-01  2.879959424627600E-02
  1.666666666666667E-03  1.994715850231402E-01 -1.757409346857118E-01  2.879953029354857E-02
  2.500000000000000E-03  2.051661753242181E-01 -1.762421581179996E-01  2.879942376240403E-02
  3.333333333333334E-03  2.043550387775840E-01 -1.769437969065414E-01  2.879927473800204E-02
  4.166666666666667E-03  2.033122939523372E-01 -1.778457770428173E-01  2.879908333938084E-02
  5.000000000000000E-03  2.020380495961358E-01 -1.726739694074534E-01  2.879884971948504E-02
  5.833333333333334E-03  2.005324386029610E-01 -1.739763256894351E-01  2.879857406501742E-02
  6.666666666666667E-03  1.987956180015003E-01 -1.754786745312719E-01  2.879825659629531E-02
  7.500000000000000E-03  2.031018029187060E-01 -1.771808574523611E-01  2.879789756711625E-02
  8.333333333333333E-03  2.009031306530043E-01 -1.728086609085296E-01  2.879749726454034E-02
  9.166666666666667E-03  1.984738645221081E-01 -1.749099522195661E-01  2.879705600870026E-02
  1.000000000000000E-02  2.020882919094751E-01 -1.709364417442873E-01  2.879657415258362E-02
  1.083333333333333E-02  1.991986223089127E-01 -1.734359547227063E-01  2.879605208173647E-02
  1.166666666666667E-02  1.960791911657207E-01 -1.698601594774236E-01  2.879549021404100E-02
  1.250000000000000E-02  1.990043579168869E-01 -1.727568392595754E-01  2.879488899933567E-02
  1.333333333333333E-02  1.954264040290592E-01 -1.695776204543190E-01  2.879424891918829E-02
  1.416666666666667E-02  1.978937708110844E-01 -1.728702444308206E-01  2.879357048643742E-02
  1.500000000000000E-02  1.938587875593883E-01 -1.700862957514835E-01  2.879285424490055E-02
  1.583333333333333E-02  1.958699433438382E-01 -1.674994400483158E-01  2.879210076895261E-02
  1.666666666666667E-02  1.913796151488058E-01 -1.713833221242687E-01  2.879131066309517E-02
  1.750000000000000E-02  1.929363396548420E-01 -1.691894640570761E-01  2.879048456156736E-02
  1.833333333333333E-02  1.942665753531003E-01 -1.671914691036146E-01  2.878962312782709E-02
  1.916666666666667E-02  1.890968044343269E-01 -1.653888858296052E-01  2.878872705411098E-02
  2.000000000000000E-02  1.899756346757022E-01 -1.637812421298488E-01  2.878779706093877E-02
  2.083333333333333E-02  1.906295955266411E-01 -1.623680452724903E-01  2.878683389652505E-02
  2.166666666666667E-02  1.910592739688837E-01 -1.611487819454683E-01  2.878583833634845E-02
  2.250000000000000E-02  1.849912465087803E-01 -1.601229183047247E-01  2.878481118254488E-02
